,id,cari,mig,sex,age,fam_size,rural_urban
787,176166186,2,1,Woman,66,2,Urban
788,176166185,1,0,Woman,78,6,Urban
789,176166184,2,1,Woman,37,6,Urban
790,176166181,1,1,Woman,57,5,Urban
791,176166180,1,1,Man,42,3,Urban
792,176166178,2,0,Woman,60,3,Urban
793,176166066,3,0,Woman,70,2,Rural
794,176166041,2,1,Woman,44,6,Urban
795,176166039,1,1,Man,19,10,Urban
796,176166034,2,0,Woman,72,7,Urban
797,176166028,1,0,Man,75,3,Urban
798,176152099,2,0,Woman,46,6,Rural
799,176152089,1,1,Woman,38,3,Rural
800,176146306,2,0,Man,49,6,Rural
801,176141871,2,0,Man,35,4,Rural
802,176141863,2,1,Woman,26,4,Rural
803,176141857,1,0,Man,66,3,Rural
804,176141852,2,0,Man,52,4,Rural
805,176141154,2,0,Woman,60,8,Rural
806,176141148,2,0,Woman,27,4,Rural
807,176141145,2,0,Man,60,5,Rural
808,176140413,3,0,Man,58,4,Rural
809,176140408,2,1,Woman,29,4,Rural
810,176140407,2,1,Man,49,3,Rural
811,176140116,3,0,Woman,68,2,Rural
812,176140113,3,0,Woman,24,4,Rural
813,176140109,2,0,Man,38,4,Rural
814,176140066,2,1,Woman,43,5,Rural
815,176140060,2,1,Man,17,5,Rural
816,176140052,2,1,Man,58,6,Rural
817,176137471,1,1,Woman,25,7,Rural
818,176137467,1,0,Woman,38,8,Rural
819,176137463,1,1,Woman,37,4,Rural
820,176134484,3,0,Woman,28,2,Rural
821,176080913,1,0,Woman,46,2,Rural
822,175961004,1,1,Woman,52,4,Rural
823,175954070,2,1,Woman,27,5,Urban
824,175954067,1,0,Woman,38,11,Rural
825,175954066,1,1,Woman,38,3,Urban
826,175953936,1,0,Man,36,4,Rural
827,175953935,2,0,Woman,36,6,Rural
828,175953932,1,1,Woman,63,2,Rural
829,175946601,1,0,Woman,50,4,Rural
830,175946130,1,0,Woman,26,10,Rural
831,175946127,2,0,Woman,24,7,Rural
832,175946126,1,1,Woman,27,4,Rural
833,175946123,1,0,Woman,24,3,Rural
834,175946119,1,1,Woman,56,5,Rural
835,175946118,2,0,Woman,55,8,Rural
836,175946116,2,0,Woman,53,6,Rural
837,175941640,1,1,Woman,32,3,Urban
838,175941638,1,0,Woman,48,5,Urban
839,175941635,1,1,Woman,28,5,Urban
840,175941633,1,0,Man,18,2,Urban
841,175941632,2,1,Man,18,7,Urban
842,175941236,1,0,Man,25,4,Urban
843,175941232,2,0,Woman,35,5,Urban
844,175941231,1,0,Woman,35,5,Urban
845,175941228,2,0,Woman,67,3,Urban
846,175941225,2,0,Woman,38,3,Urban
847,175941053,2,0,Woman,62,3,Urban
848,175941052,3,0,Woman,37,3,Urban
849,175941051,2,0,Woman,24,4,Urban
850,175941049,2,1,Woman,27,4,Urban
851,175941047,1,1,Woman,30,4,Urban
852,175940967,2,0,Woman,22,3,Urban
853,175940963,1,0,Man,54,2,Urban
854,175940960,2,0,Woman,30,5,Urban
855,175940957,2,0,Woman,23,4,Urban
856,175940952,2,0,Woman,32,4,Urban
857,175940919,1,1,Woman,59,3,Rural
858,175940889,1,1,Woman,68,8,Rural
859,175940886,2,1,Woman,49,5,Rural
860,175940885,2,0,Woman,59,4,Rural
861,175940884,2,0,Woman,55,4,Rural
862,175940883,1,0,Woman,47,5,Rural
863,175940882,1,0,Woman,36,7,Rural
864,175940880,1,0,Woman,62,3,Rural
865,175940879,2,1,Woman,43,5,Rural
866,175940877,2,1,Woman,43,5,Rural
867,175940865,2,1,Woman,38,6,Rural
868,175940864,2,1,Man,35,5,Rural
869,175940863,1,0,Woman,66,2,Rural
870,175940862,2,1,Woman,59,4,Rural
871,175940859,1,0,Woman,56,6,Rural
872,175940522,1,0,Man,70,2,Urban
873,175940359,3,1,Woman,35,2,Rural
874,175939804,1,1,Man,35,4,Urban
875,175939530,2,1,Man,27,2,Rural
876,175939528,2,1,Woman,50,8,Rural
877,175939526,2,1,Woman,20,3,Rural
878,175939525,2,1,Man,54,3,Rural
879,175939523,1,1,Man,22,5,Rural
880,175939508,2,0,Woman,59,4,Rural
881,175939506,3,0,Woman,54,11,Rural
882,175939505,2,0,Woman,26,4,Rural
883,175939502,2,0,Woman,45,7,Rural
884,175939500,1,0,Woman,70,4,Rural
885,175939003,2,1,Man,50,3,Urban
886,175938387,3,0,Woman,50,2,Rural
887,175938347,1,0,Woman,38,6,Rural
888,175938345,2,0,Woman,60,4,Rural
889,175938344,2,0,Woman,41,8,Rural
890,175938343,1,0,Man,71,11,Rural
891,175938340,1,1,Man,44,5,Rural
892,175938206,1,1,Man,45,5,Rural
893,175938203,1,0,Woman,31,5,Rural
894,175938200,2,1,Woman,39,3,Rural
895,175938197,2,0,Woman,60,5,Rural
896,175938194,2,0,Man,68,3,Rural
897,175937995,3,1,Man,44,5,Rural
898,175937993,1,1,Man,43,4,Rural
899,175937991,3,0,Woman,48,4,Rural
900,175937988,2,0,Woman,25,3,Rural
901,175937985,2,1,Man,52,6,Rural
902,175937613,3,0,Man,54,4,Rural
903,175937612,3,0,Man,55,7,Rural
904,175937610,3,0,Woman,48,4,Rural
905,175937608,3,0,Woman,35,6,Rural
906,175937607,3,1,Man,27,5,Rural
907,175937606,4,0,Woman,65,1,Rural
908,175936390,2,0,Man,51,6,Rural
909,175936389,1,0,Woman,29,5,Rural
910,175936388,1,0,Woman,56,4,Rural
911,175936387,3,0,Woman,45,6,Rural
912,175936386,1,0,Woman,37,3,Rural
913,175936385,2,0,Woman,54,5,Rural
914,175936146,3,1,Man,42,4,Rural
915,175936145,1,0,Woman,44,5,Rural
916,175936144,3,0,Woman,39,4,Rural
917,175936141,3,1,Man,54,7,Rural
918,175935548,3,1,Man,28,4,Rural
919,175935366,2,0,Woman,20,2,Urban
920,175935365,2,0,Woman,24,5,Urban
921,175935364,1,1,Man,40,7,Urban
922,175935362,2,0,Man,42,6,Urban
923,175935254,1,0,Woman,72,4,Rural
924,175935252,1,0,Woman,77,2,Rural
925,175935251,1,0,Woman,18,8,Rural
926,175935250,2,0,Woman,38,8,Rural
927,175935249,2,0,Woman,33,4,Rural
928,175935248,2,0,Woman,55,5,Rural
929,175935247,2,0,Woman,75,3,Rural
930,175935246,2,0,Woman,65,6,Rural
931,175935231,1,0,Woman,39,3,Rural
932,175935159,1,0,Woman,42,7,Urban
933,175935156,1,0,Man,78,4,Urban
934,175935155,1,0,Man,63,2,Urban
935,175935154,1,0,Woman,18,4,Urban
936,175935151,1,0,Woman,41,12,Urban
937,175935148,2,0,Man,38,10,Urban
938,175935147,2,1,Woman,27,7,Urban
939,175935145,2,1,Woman,33,6,Urban
940,175935143,2,1,Man,23,2,Urban
941,175935140,2,1,Woman,20,8,Urban
942,175935139,1,0,Woman,19,9,Urban
943,175934442,1,0,Woman,66,2,Urban
944,175934439,2,0,Man,74,3,Urban
945,175934434,3,0,Woman,44,8,Urban
946,175934429,1,0,Woman,67,5,Urban
947,175934425,1,0,Woman,48,7,Urban
948,175934287,1,0,Man,79,2,Rural
949,175934286,1,1,Man,59,4,Rural
950,175934284,1,0,Man,78,5,Rural
951,175934282,2,0,Woman,60,2,Rural
952,175934280,1,0,Woman,51,4,Rural
953,175934281,3,1,Woman,39,2,Urban
954,175934279,3,0,Woman,72,10,Urban
955,175934278,2,0,Woman,76,12,Urban
956,175934276,2,0,Man,59,6,Urban
957,175934274,3,1,Woman,58,3,Urban
958,175932446,1,1,Woman,26,4,Rural
959,175932444,2,0,Woman,33,4,Rural
960,175932442,1,1,Woman,40,4,Rural
961,175932440,2,1,Woman,40,7,Rural
962,175932439,1,0,Woman,58,9,Rural
963,175932437,1,0,Woman,53,2,Rural
964,175932435,1,1,Woman,47,6,Rural
965,175932027,1,1,Woman,65,4,Rural
966,175931974,2,0,Woman,85,3,Rural
967,175931293,2,0,Man,63,4,Rural
968,175931290,1,0,Woman,38,8,Rural
969,175931037,2,0,Man,60,2,Rural
970,175931036,2,0,Woman,30,4,Rural
971,175931033,2,0,Woman,24,3,Rural
972,175931031,2,0,Man,67,1,Rural
973,175930357,1,1,Woman,67,4,Rural
974,175930355,1,0,Man,61,4,Rural
975,175930353,2,1,Woman,58,4,Rural
976,175930352,1,1,Woman,44,4,Rural
977,175930351,1,0,Man,52,6,Rural
978,175927673,1,1,Woman,26,3,Urban
979,175927671,1,0,Woman,25,4,Urban
980,175927667,1,0,Woman,26,4,Urban
981,175927663,1,0,Woman,55,3,Urban
982,175927656,2,0,Woman,50,4,Urban
983,175925386,2,0,Woman,62,5,Rural
984,175925152,2,0,Man,69,2,Rural
985,175925151,2,0,Woman,61,3,Rural
986,175925124,2,1,Woman,42,6,Rural
987,175925119,2,0,Woman,34,4,Rural
988,175925092,2,1,Woman,40,5,Rural
989,175925086,2,0,Man,66,3,Rural
990,175925081,1,1,Woman,60,2,Rural
991,175924902,2,1,Woman,45,4,Rural
992,175924422,1,1,Woman,25,3,Rural
993,175924420,1,1,Man,40,1,Rural
994,175924414,3,0,Woman,69,3,Rural
995,175924408,3,1,Man,75,5,Rural
996,175924403,1,2,Woman,20,3,Rural
997,175924391,1,1,Woman,47,2,Rural
998,175924257,2,1,Woman,54,5,Rural
999,175924254,2,0,Woman,42,6,Rural
1000,175924253,2,1,Woman,31,4,Rural
1001,175924252,2,0,Woman,69,5,Rural
1002,175924251,2,0,Woman,48,3,Rural
1003,175924248,2,0,Woman,32,3,Rural
1004,175924082,2,1,Woman,54,8,Rural
1005,175923836,1,0,Man,70,3,Rural
1006,175923834,2,0,Man,65,3,Rural
1007,175923832,3,0,Woman,56,7,Rural
1008,175923827,2,1,Man,56,3,Rural
1009,175923822,2,1,Woman,21,4,Rural
1010,175923818,1,1,Woman,83,4,Rural
1011,175923817,1,1,Woman,26,4,Rural
1012,175923814,2,0,Woman,53,9,Rural
1013,175923529,1,0,Man,39,3,Rural
1014,175922893,2,0,Man,66,5,Rural
1015,175922890,2,0,Woman,83,3,Urban
1016,175922884,1,0,Woman,35,5,Urban
1017,175922881,1,0,Woman,71,4,Urban
1018,175922758,1,0,Woman,76,5,Rural
1019,175922648,3,0,Woman,33,4,Urban
1020,175922645,2,1,Man,52,4,Urban
1021,175922643,1,1,Woman,55,4,Urban
1022,175922503,2,0,Woman,31,5,Urban
1023,175922501,1,0,Woman,21,5,Urban
1024,175922499,1,1,Woman,37,4,Rural
1025,175922493,2,1,Woman,33,4,Urban
1026,175921873,2,1,Woman,44,4,Rural
1027,175921728,2,1,Woman,36,6,Urban
1028,175921726,2,0,Woman,28,4,Urban
1029,175921724,2,0,Woman,69,3,Urban
1030,175920803,1,0,Man,27,2,Rural
1031,175920798,2,0,Man,58,3,Rural
1032,175920792,1,0,Woman,74,4,Rural
1033,175920790,1,0,Woman,47,2,Rural
1034,175920788,1,1,Woman,24,2,Rural
1035,175920784,1,0,Man,57,1,Rural
1036,175920383,1,1,Woman,26,4,Urban
1037,175920164,2,1,Man,42,7,Rural
1038,175920160,1,2,Man,16,5,Rural
1039,175920149,1,1,Woman,21,5,Rural
1040,175920145,2,1,Woman,18,7,Rural
1041,175920142,1,1,Man,78,7,Rural
1042,175920137,1,1,Woman,39,7,Rural
1043,175920133,2,1,Woman,27,3,Rural
1044,175919889,3,0,Man,50,2,Rural
1045,175919887,2,0,Woman,28,4,Rural
1046,175919884,3,0,Woman,55,5,Rural
1047,175919881,2,0,Woman,36,5,Rural
1048,175919880,2,1,Woman,40,4,Rural
1049,175919876,2,0,Woman,54,5,Rural
1050,175919681,1,0,Man,51,6,Urban
1051,175919676,2,0,Woman,36,4,Rural
1052,175919673,1,0,Man,36,4,Rural
1053,175919670,1,1,Woman,20,3,Rural
1054,175919667,1,0,Woman,44,3,Rural
1055,175918157,2,0,Woman,45,5,Rural
1056,175918156,2,0,Woman,80,2,Rural
1057,175918155,2,1,Woman,51,4,Rural
1058,175918151,2,0,Man,55,3,Rural
1059,175918148,2,1,Man,67,4,Rural
1060,175917885,2,0,Woman,58,6,Rural
1061,175917882,1,0,Woman,48,4,Rural
1062,175917877,2,0,Man,58,7,Rural
1063,175917874,2,0,Woman,38,9,Rural
1064,175917870,1,1,Woman,43,6,Rural
1065,175917646,2,0,Woman,42,4,Rural
1066,175917643,2,0,Woman,66,2,Rural
1067,175917630,2,1,Woman,55,4,Rural
1068,175917400,2,1,Man,55,2,Rural
1069,175917397,1,0,Woman,77,1,Rural
1070,175917392,1,0,Woman,17,3,Rural
1071,175917382,1,0,Man,57,2,Rural
1072,175917376,1,1,Woman,25,3,Rural
1073,175917103,2,1,Man,55,5,Rural
1074,175917092,2,1,Man,19,3,Rural
1075,175917041,1,0,Woman,79,2,Rural
1076,175917039,2,1,Man,77,1,Rural
1077,175916843,2,0,Woman,55,4,Rural
1078,175916395,2,1,Woman,41,3,Rural
1079,175916392,1,0,Man,82,0,Rural
1080,175916389,1,0,Woman,82,2,Rural
1081,175916385,2,0,Woman,49,4,Rural
1082,175916379,2,2,Woman,32,6,Rural
1083,175916310,1,1,Woman,46,4,Rural
1084,175916296,1,1,Woman,60,4,Rural
1085,175916295,2,1,Woman,63,2,Rural
1086,175916259,1,1,Woman,65,5,Rural
1087,175916250,1,1,Woman,50,6,Rural
1088,175916242,1,1,Woman,29,4,Rural
1089,175916237,1,0,Woman,52,3,Rural
1090,175915480,2,1,Woman,46,3,Urban
1091,175913902,1,1,Man,29,3,Rural
1092,175913860,1,1,Woman,39,7,Rural
1093,175912675,1,1,Woman,55,6,Rural
1094,175912670,2,1,Woman,21,3,Rural
1095,175912661,3,0,Woman,18,2,Rural
1096,175912657,1,1,Man,23,3,Rural
1097,175912652,2,1,Woman,38,4,Rural
1098,175912635,2,1,Woman,36,4,Urban
1099,175912541,1,0,Woman,30,5,Rural
1100,175912538,2,0,Woman,56,3,Rural
1101,175912533,2,1,Woman,41,8,Rural
1102,175912531,2,0,Woman,73,2,Rural
1103,175912398,1,0,Woman,43,4,Rural
1104,175911149,2,0,Man,32,4,Urban
1105,175910892,2,0,Man,64,6,Rural
1106,175910885,3,1,Woman,25,3,Rural
1107,175910880,3,0,Woman,58,2,Rural
1108,175910875,3,1,Man,54,2,Rural
1109,175910522,2,1,Woman,33,2,Urban
1110,175910514,3,0,Woman,57,3,Urban
1111,175910508,1,0,Man,52,7,Urban
1112,175910503,3,1,Man,24,4,Urban
1113,175910498,3,1,Man,26,8,Urban
1114,175910040,2,1,Man,34,2,Rural
1115,175910035,3,0,Woman,32,2,Rural
1116,175910031,2,0,Woman,30,4,Rural
1117,175909870,2,1,Woman,33,4,Urban
1118,175909864,2,1,Woman,28,8,Rural
1119,175909859,1,0,Man,33,4,Rural
1120,175909855,1,1,Woman,43,3,Rural
1121,175909848,1,0,Man,58,5,Rural
1122,175909846,1,1,Man,33,4,Urban
1123,175909841,1,0,Woman,42,6,Rural
1124,175909719,1,0,Man,46,8,Urban
1125,175909715,2,0,Man,60,10,Urban
1126,175909710,2,2,Woman,31,6,Urban
1127,175909706,3,0,Woman,55,6,Urban
1128,175909703,2,0,Woman,55,4,Urban
1129,175909641,2,0,Woman,36,3,Rural
1130,175909484,1,1,Woman,50,2,Rural
1131,175909478,2,1,Woman,25,4,Rural
1132,175909475,1,1,Man,60,3,Rural
1133,175909369,1,1,Woman,28,8,Rural
1134,175909368,1,0,Woman,30,5,Rural
1135,175909366,1,1,Woman,33,5,Rural
1136,175909363,1,1,Woman,61,7,Rural
1137,175909276,2,1,Woman,27,4,Rural
1138,175909271,2,1,Woman,49,3,Rural
1139,175909261,1,1,Woman,36,5,Rural
1140,175909255,1,1,Woman,24,3,Rural
1141,175907900,2,1,Woman,23,4,Urban
1142,175905538,2,0,Woman,29,3,Rural
1143,175905535,2,0,Man,58,7,Rural
1144,175905533,1,0,Woman,82,4,Rural
1145,175905506,1,0,Woman,52,4,Rural
1146,175905503,2,0,Woman,56,5,Rural
1147,175905501,1,1,Man,34,5,Rural
1148,175905227,2,1,Woman,30,4,Rural
1149,175905226,1,1,Woman,43,3,Rural
1150,175905222,2,0,Man,45,3,Rural
1151,175905209,1,0,Woman,32,4,Rural
1152,175905205,2,1,Woman,39,5,Rural
1153,175905197,2,1,Woman,30,5,Rural
1154,175905082,2,1,Woman,37,7,Rural
1155,175904864,2,1,Woman,31,5,Rural
1156,175904859,1,1,Woman,52,2,Rural
1157,175904853,2,1,Woman,39,4,Rural
1158,175904783,2,0,Man,31,4,Rural
1159,175904776,2,1,Woman,43,5,Rural
1160,175904770,1,0,Man,76,4,Rural
1161,175904754,2,1,Woman,29,4,Rural
1162,175904744,2,1,Woman,36,4,Rural
1163,175904721,2,1,Woman,24,4,Rural
1164,175904710,2,1,Woman,46,6,Rural
1165,175904485,3,1,Man,26,6,Rural
1166,175904476,3,1,Woman,30,6,Rural
1167,175904468,3,0,Man,70,1,Rural
1168,175904463,1,1,Man,24,3,Rural
1169,175904458,3,1,Woman,59,4,Rural
1170,175904415,2,0,Woman,40,8,Rural
1171,175904383,1,1,Woman,44,4,Rural
1172,175904356,1,1,Man,33,3,Rural
1173,175904080,2,0,Woman,37,5,Rural
1174,175904074,1,0,Woman,68,1,Rural
1175,175904070,2,1,Woman,40,5,Rural
1176,175904063,2,0,Woman,60,5,Rural
1177,175902773,1,0,Man,50,5,Rural
1178,175902764,3,0,Man,50,5,Rural
1179,175902757,1,0,Woman,25,4,Rural
1180,175902740,2,0,Man,59,3,Rural
1181,175902739,2,1,Woman,37,4,Rural
1182,175902720,2,0,Woman,74,2,Rural
1183,175902711,1,0,Woman,50,5,Rural
1184,175902710,2,0,Woman,63,2,Rural
1185,175902709,1,1,Man,22,2,Rural
1186,175902694,2,0,Woman,37,4,Rural
1187,175902635,2,0,Woman,67,3,Rural
1188,175902627,1,0,Woman,25,3,Rural
1189,175902593,1,0,Woman,27,3,Rural
1190,175902582,2,0,Woman,40,5,Rural
1191,175902571,1,0,Woman,42,10,Rural
1192,175902563,2,1,Man,35,4,Rural
1193,175902317,2,1,Man,67,2,Rural
1194,175902314,2,1,Woman,28,4,Rural
1195,175902311,2,0,Woman,49,4,Rural
1196,175902309,1,0,Woman,45,5,Rural
1197,175897272,1,0,Man,43,4,Rural
1198,175897269,1,0,Woman,35,4,Rural
1199,175897264,1,0,Woman,35,7,Rural
1200,175897259,1,0,Man,48,8,Rural
1201,175897228,1,0,Woman,70,4,Rural
1202,175897224,2,1,Man,54,4,Rural
1203,175894751,1,0,Man,67,8,Urban
1204,175894750,1,0,Woman,26,3,Urban
1205,175894746,1,1,Woman,20,5,Urban
1206,175894738,1,1,Man,48,4,Urban
1207,175893509,2,0,Woman,42,2,Urban
1208,175893505,2,1,Woman,65,2,Urban
1209,175893500,2,0,Man,89,2,Urban
1210,175893491,2,1,Woman,19,4,Urban
1211,175893482,2,1,Woman,61,4,Urban
1212,175887625,2,1,Man,35,0,Rural
1213,175887619,2,0,Woman,27,4,Rural
1214,175887615,2,0,Woman,65,5,Rural
1215,175887609,2,0,Woman,65,4,Rural
1216,175887607,2,0,Woman,26,4,Rural
1217,175886540,1,0,Woman,51,3,Rural
1218,175886538,2,1,Woman,42,3,Rural
1219,175881269,2,1,Woman,42,4,Rural
1220,175871319,1,1,Woman,26,3,Rural
1221,175871313,1,1,Woman,32,4,Rural
1222,175829032,1,1,Man,50,3,Rural
1223,175809093,2,1,Man,46,6,Rural
1224,175695529,1,0,Woman,32,4,Rural
1225,175690313,1,1,Woman,23,3,Urban
1226,175690312,1,1,Woman,46,4,Urban
1227,175690308,2,1,Woman,29,6,Urban
1228,175690304,1,1,Woman,62,3,Urban
1229,175690301,3,1,Woman,33,4,Urban
1230,175690300,1,1,Woman,62,5,Urban
1231,175690280,2,0,Woman,38,8,Rural
1232,175690070,1,0,Woman,44,2,Rural
1233,175689096,1,0,Woman,60,1,Rural
1234,175688031,2,1,Man,65,1,Rural
1235,175687993,1,0,Man,50,4,Urban
1236,175685815,2,1,Woman,60,1,Urban
1237,175685808,2,1,Woman,24,4,Urban
1238,175685804,1,0,Woman,48,10,Urban
1239,175685172,1,1,Man,30,3,Rural
1240,175685035,1,0,Woman,70,3,Rural
1241,175685032,2,0,Woman,48,5,Rural
1242,175685031,2,1,Woman,33,4,Rural
1243,175685029,1,1,Man,58,4,Rural
1244,175685027,1,1,Woman,53,3,Rural
1245,175685022,1,0,Woman,58,6,Rural
1246,175684975,1,1,Woman,46,5,Rural
1247,175684871,2,1,Woman,23,3,Urban
1248,175684869,1,1,Woman,37,4,Urban
1249,175684867,2,1,Man,64,11,Urban
1250,175684865,1,0,Woman,55,2,Urban
1251,175684864,1,1,Man,19,1,Urban
1252,175684786,1,0,Woman,42,6,Urban
1253,175684785,1,0,Woman,26,4,Urban
1254,175684783,1,0,Woman,26,4,Urban
1255,175684782,1,0,Woman,24,4,Urban
1256,175684780,2,0,Woman,18,7,Urban
1257,175684777,1,0,Woman,72,2,Urban
1258,175684775,2,0,Woman,54,3,Urban
1259,175684772,1,0,Woman,30,5,Urban
1260,175684771,1,1,Man,19,3,Urban
1261,175684769,1,1,Woman,45,2,Urban
1262,175684740,2,1,Woman,33,6,Rural
1263,175684670,1,0,Woman,30,4,Rural
1264,175684310,2,0,Woman,67,4,Rural
1265,175683487,1,0,Woman,48,4,Rural
1266,175683211,1,1,Woman,59,4,Rural
1267,175682911,1,1,Woman,73,2,Rural
1268,175682605,1,0,Woman,49,5,Rural
1269,175682175,1,1,Woman,23,5,Rural
1270,175682013,1,0,Man,69,2,Rural
1271,175682011,2,0,Woman,30,6,Rural
1272,175682010,2,1,Man,30,3,Rural
1273,175682009,2,0,Man,36,3,Rural
1274,175682006,2,1,Woman,40,4,Rural
1275,175682005,2,1,Woman,38,3,Rural
1276,175681617,2,1,Woman,25,9,Rural
1277,175681531,1,1,Woman,20,2,Urban
1278,175681530,1,0,Woman,41,5,Urban
1279,175681502,1,0,Woman,41,5,Urban
1280,175681499,1,0,Woman,27,3,Urban
1281,175681496,1,0,Woman,39,4,Urban
1282,175681495,1,0,Man,20,3,Urban
1283,175681434,2,0,Woman,39,4,Rural
1284,175681331,1,0,Woman,43,4,Rural
1285,175681242,1,1,Woman,42,4,Urban
1286,175680876,2,0,Man,67,1,Urban
1287,175680676,1,1,Woman,38,6,Urban
1288,175679850,1,0,Woman,74,1,Rural
1289,175679679,1,1,Woman,36,5,Urban
1290,175679665,2,1,Man,24,5,Rural
1291,175679663,1,1,Woman,49,3,Rural
1292,175679576,1,0,Woman,53,8,Urban
1293,175679574,2,0,Man,28,3,Urban
1294,175679573,2,1,Man,32,3,Urban
1295,175679572,2,0,Man,42,6,Urban
1296,175679570,1,0,Woman,30,4,Urban
1297,175679240,1,0,Woman,30,5,Rural
1298,175679232,3,1,Woman,34,5,Rural
1299,175679226,2,0,Woman,36,5,Rural
1300,175679217,2,1,Man,37,4,Rural
1301,175679211,2,0,Woman,44,3,Rural
1302,175679201,3,1,Woman,36,4,Rural
1303,175678903,1,1,Woman,33,4,Urban
1304,175678228,1,0,Woman,28,4,Urban
1305,175678227,1,1,Man,25,4,Urban
1306,175678226,1,1,Woman,32,3,Urban
1307,175678224,1,1,Woman,24,6,Urban
1308,175678222,1,0,Woman,65,4,Rural
1309,175678221,3,0,Woman,51,5,Rural
1310,175677474,1,0,Woman,59,2,Urban
1311,175677473,1,0,Man,43,4,Urban
1312,175677472,1,1,Man,27,7,Urban
1313,175677471,2,1,Man,40,7,Urban
1314,175677470,1,0,Woman,33,4,Urban
1315,175677393,1,0,Man,70,2,Urban
1316,175677392,1,1,Woman,16,7,Urban
1317,175677391,1,0,Woman,35,3,Urban
1318,175677388,2,0,Woman,45,5,Urban
1319,175677385,1,0,Woman,16,4,Urban
1320,175677319,2,1,Woman,40,4,Rural
1321,175676993,3,1,Man,32,5,Rural
1322,175676989,2,0,Woman,33,5,Rural
1323,175676985,1,0,Woman,47,5,Rural
1324,175676980,1,0,Woman,56,5,Rural
1325,175676975,1,0,Woman,38,4,Rural
1326,175676924,2,0,Woman,40,5,Rural
1327,175676923,2,0,Woman,75,2,Rural
1328,175676922,2,0,Woman,52,8,Rural
1329,175676921,2,0,Woman,35,6,Rural
1330,175676919,2,0,Woman,45,4,Rural
1331,175676901,3,0,Woman,87,1,Rural
1332,175676856,3,0,Man,52,4,Rural
1333,175676854,2,0,Woman,29,3,Rural
1334,175676852,1,0,Woman,18,2,Rural
1335,175676851,1,0,Man,62,4,Rural
1336,175676850,2,0,Woman,33,5,Rural
1337,175675691,1,0,Woman,77,3,Rural
1338,175675521,1,1,Woman,60,3,Rural
1339,175675198,2,1,Woman,49,2,Rural
1340,175674736,2,0,Woman,36,4,Urban
1341,175674733,2,0,Woman,67,1,Urban
1342,175674713,3,0,Woman,28,4,Urban
1343,175674711,3,1,Woman,57,5,Urban
1344,175674709,2,1,Woman,30,6,Urban
1345,175673149,2,1,Man,42,4,Rural
1346,175673147,2,0,Woman,34,3,Rural
1347,175673146,1,1,Man,21,4,Rural
1348,175673127,1,0,Man,51,5,Urban
1349,175673124,1,0,Woman,35,3,Urban
1350,175673120,2,0,Man,48,4,Urban
1351,175673111,1,0,Woman,72,2,Urban
1352,175673101,2,1,Man,59,4,Rural
1353,175673093,2,1,Woman,64,2,Rural
1354,175673088,1,1,Woman,36,5,Rural
1355,175673030,1,0,Woman,72,3,Rural
1356,175673029,1,1,Woman,27,3,Rural
1357,175673027,1,1,Woman,35,5,Rural
1358,175672870,1,0,Woman,50,4,Rural
1359,175672864,2,0,Woman,63,3,Rural
1360,175672837,2,0,Woman,31,4,Rural
1361,175672660,1,1,Man,59,3,Rural
1362,175672658,1,1,Woman,39,6,Rural
1363,175672655,1,0,Woman,76,2,Rural
1364,175672487,2,0,Woman,66,5,Rural
1365,175672486,2,1,Man,44,3,Rural
1366,175672484,1,1,Man,37,4,Rural
1367,175672455,2,1,Woman,44,4,Rural
1368,175672454,2,1,Man,25,2,Rural
1369,175672453,1,1,Woman,30,3,Rural
1370,175672452,1,0,Woman,57,5,Rural
1371,175672408,1,1,Man,32,2,Rural
1372,175672404,1,0,Woman,58,4,Rural
1373,175672401,1,0,Woman,66,4,Rural
1374,175672399,2,1,Woman,60,8,Rural
1375,175672397,3,0,Woman,39,7,Rural
1376,175672396,2,0,Woman,53,8,Rural
1377,175672395,1,1,Man,33,9,Rural
1378,175672393,1,0,Woman,65,6,Rural
1379,175671860,4,0,Woman,60,2,Rural
1380,175670731,1,1,Woman,56,7,Rural
1381,175670729,2,0,Man,45,5,Rural
1382,175670727,2,1,Woman,19,4,Rural
1383,175670726,2,1,Man,40,5,Rural
1384,175670725,1,1,Woman,43,6,Rural
1385,175670724,2,1,Woman,29,5,Rural
1386,175670723,1,0,Woman,48,5,Rural
1387,175670722,1,1,Man,53,3,Rural
1388,175670638,1,0,Woman,27,2,Urban
1389,175670636,2,0,Woman,47,9,Urban
1390,175670634,2,1,Woman,44,5,Urban
1391,175670631,2,0,Woman,43,5,Urban
1392,175670629,1,0,Woman,65,6,Urban
1393,175670627,1,0,Man,49,2,Urban
1394,175670386,2,0,Woman,40,4,Rural
1395,175669994,2,1,Woman,35,5,Urban
1396,175669989,2,0,Man,49,3,Urban
1397,175669981,3,0,Woman,77,8,Urban
1398,175669975,1,1,Woman,62,1,Urban
1399,175669967,2,0,Woman,83,5,Urban
1400,175669215,1,1,Man,32,4,Rural
1401,175669207,3,0,Woman,45,1,Rural
1402,175669199,3,1,Woman,33,5,Rural
1403,175669191,3,0,Man,20,5,Rural
1404,175669186,3,1,Woman,55,6,Rural
1405,175669181,3,0,Man,70,5,Rural
1406,175669176,3,1,Man,51,4,Rural
1407,175669171,3,0,Woman,40,13,Rural
1408,175669008,2,1,Woman,51,5,Urban
1409,175669007,2,2,Woman,55,5,Urban
1410,175669004,3,0,Woman,49,11,Urban
