,id,cari,mig,sex,age,fam_size,rural_urban
146,176674262,2,0,Woman,48,10,Rural
147,176674261,1,0,Woman,64,2,Rural
148,176674259,2,0,Woman,28,4,Rural
149,176674257,2,0,Woman,39,10,Rural
150,176662607,2,0,Man,65,9,Rural
151,176662602,2,1,Woman,35,4,Rural
152,176662600,2,1,Woman,33,3,Rural
153,176662491,1,0,Woman,58,7,Urban
154,176662488,1,0,Woman,55,6,Urban
155,176662482,2,1,Woman,25,4,Urban
156,176662399,1,0,Woman,62,4,Urban
157,176662398,1,0,Woman,66,5,Urban
158,176662323,1,1,Woman,67,0,Rural
159,176662319,1,0,Man,66,6,Rural
160,176662315,1,0,Woman,48,7,Rural
161,176662235,2,1,Woman,24,4,Urban
162,176662233,2,0,Woman,19,4,Urban
163,176662231,2,1,Woman,29,3,Urban
164,176662229,1,0,Woman,22,3,Rural
165,176662226,2,0,Woman,34,4,Urban
166,176660606,2,0,Woman,42,5,Rural
167,176660605,2,0,Woman,41,5,Rural
168,176660604,2,0,Woman,52,4,Rural
169,176660508,2,0,Woman,28,4,Rural
170,176660506,2,0,Woman,35,6,Rural
171,176660501,2,0,Woman,22,6,Rural
172,176660500,2,0,Woman,52,5,Rural
173,176660498,3,0,Woman,39,5,Rural
174,176660491,1,0,Woman,55,4,Rural
175,176660487,2,0,Man,52,6,Rural
176,176660484,2,0,Woman,28,7,Rural
177,176660481,1,0,Woman,40,11,Rural
178,176660479,2,0,Woman,23,15,Rural
179,176660454,1,0,Woman,50,9,Rural
180,176660451,1,0,Woman,49,9,Rural
181,176660448,1,0,Woman,35,6,Rural
182,176660444,2,2,Woman,23,4,Rural
183,176660439,1,0,Woman,35,5,Rural
184,176657349,2,0,Woman,44,5,Rural
185,176657345,2,1,Woman,22,4,Rural
186,176657337,2,0,Woman,61,3,Rural
187,176657331,2,0,Woman,54,8,Rural
188,176657326,2,1,Woman,43,6,Rural
189,176657324,2,1,Man,18,4,Rural
190,176657321,2,1,Woman,30,3,Rural
191,176657317,1,0,Woman,60,4,Rural
192,176657299,2,0,Woman,38,5,Rural
193,176657297,2,0,Woman,68,3,Rural
194,176657296,2,0,Woman,58,3,Rural
195,176657293,2,1,Woman,56,2,Rural
196,176657276,2,1,Woman,50,3,Rural
197,176657269,2,1,Woman,30,4,Rural
198,176657267,1,1,Woman,26,6,Rural
199,176657266,1,0,Woman,49,2,Rural
200,176657206,2,1,Woman,25,2,Rural
201,176657203,2,1,Woman,48,3,Rural
202,176657195,2,0,Man,53,3,Rural
203,176657190,2,1,Woman,21,5,Rural
204,176656134,1,0,Woman,41,4,Urban
205,176656133,1,0,Woman,55,6,Rural
206,176656130,1,0,Woman,41,4,Urban
207,176656072,2,2,Woman,40,4,Urban
208,176656069,1,1,Woman,23,4,Urban
209,176656066,1,0,Woman,67,3,Urban
210,176656054,1,0,Woman,71,2,Urban
211,176656052,2,1,Man,33,1,Urban
212,176656049,1,1,Man,47,5,Urban
213,176656044,2,1,Man,64,3,Urban
214,176655947,1,1,Woman,22,3,Urban
215,176655942,1,1,Woman,45,2,Urban
216,176655941,2,1,Woman,63,2,Urban
217,176655939,1,1,Woman,27,5,Urban
218,176655936,1,1,Man,32,4,Urban
219,176655877,1,0,Man,22,3,Urban
220,176655873,1,0,Woman,78,1,Urban
221,176655869,1,0,Woman,68,3,Urban
222,176649640,2,1,Woman,27,3,Urban
223,176649639,2,1,Woman,51,4,Urban
224,176649636,1,1,Woman,56,6,Urban
225,176649504,1,0,Man,51,6,Urban
226,176649500,1,1,Woman,36,4,Urban
227,176649496,2,0,Woman,79,4,Urban
228,176649490,1,0,Man,63,5,Urban
229,176649267,2,1,Woman,68,0,Urban
230,176649263,2,1,Woman,63,7,Urban
231,176649259,2,0,Woman,74,1,Urban
232,176648987,2,1,Woman,65,3,Urban
233,176648983,1,1,Woman,72,2,Urban
234,176648982,1,0,Woman,80,1,Urban
235,176648980,2,1,Woman,61,6,Urban
236,176648805,2,1,Woman,25,2,Urban
237,176648803,1,0,Woman,55,5,Urban
238,176648624,2,0,Woman,57,3,Urban
239,176648621,2,0,Woman,31,7,Urban
240,176648616,2,1,Woman,59,4,Urban
241,176647842,1,0,Man,47,7,Urban
242,176647837,1,1,Woman,31,7,Urban
243,176647831,2,1,Woman,38,11,Urban
244,176647827,1,1,Woman,65,3,Urban
245,176647822,2,1,Woman,40,6,Urban
246,176644830,2,1,Man,32,5,Rural
247,176644827,2,1,Man,35,8,Rural
248,176644821,1,1,Woman,36,3,Rural
249,176642707,1,0,Woman,39,6,Urban
250,176642696,1,0,Man,82,3,Urban
251,176642692,2,0,Woman,40,4,Urban
252,176642684,2,0,Woman,20,9,Urban
253,176642676,3,0,Woman,47,4,Urban
254,176642108,3,1,Woman,28,3,Rural
255,176642093,1,2,Man,74,3,Rural
256,176642085,2,1,Man,78,4,Rural
257,176642077,2,0,Woman,64,2,Rural
258,176641996,2,1,Woman,21,3,Rural
259,176641991,1,0,Woman,66,2,Rural
260,176641988,2,1,Woman,24,2,Rural
261,176641983,2,0,Woman,53,7,Rural
262,176641976,2,0,Woman,50,5,Rural
263,176641935,3,1,Woman,36,4,Rural
264,176641929,3,1,Woman,27,4,Rural
265,176641927,2,0,Woman,55,4,Rural
266,176641924,2,1,Man,62,1,Rural
267,176641920,3,0,Woman,69,3,Rural
268,176641639,1,1,Woman,35,5,Urban
269,176641635,2,0,Woman,52,2,Urban
270,176641628,1,0,Woman,36,5,Urban
271,176641624,1,0,Woman,36,5,Urban
272,176641622,1,1,Woman,44,5,Urban
273,176641241,1,1,Woman,80,4,Rural
274,176641240,1,1,Man,37,3,Rural
275,176641237,2,0,Woman,56,5,Rural
276,176641234,1,0,Man,80,8,Rural
277,176641231,1,0,Woman,54,3,Rural
278,176635031,1,0,Woman,50,5,Urban
279,176635027,2,1,Woman,55,5,Urban
280,176635021,2,1,Woman,22,4,Urban
281,176631967,2,0,Woman,29,5,Rural
282,176631963,2,0,Woman,30,9,Rural
283,176631958,2,0,Woman,28,2,Rural
284,176631954,1,0,Woman,65,2,Rural
285,176631949,1,1,Woman,31,6,Rural
286,176631824,1,0,Man,30,4,Rural
287,176631822,2,0,Woman,24,4,Rural
288,176631818,3,0,Man,35,5,Rural
289,176631813,2,1,Woman,32,5,Rural
290,176631807,2,0,Man,33,6,Rural
291,176631374,1,1,Woman,37,4,Urban
292,176631373,1,1,Man,18,5,Urban
293,176631369,2,1,Woman,38,3,Urban
294,176631365,1,1,Woman,47,4,Urban
295,176631353,2,1,Woman,32,3,Urban
296,176631351,3,1,Woman,43,5,Urban
297,176631342,2,1,Man,37,6,Urban
298,176631304,1,0,Woman,40,4,Urban
299,176631300,1,1,Woman,20,13,Urban
300,176631298,1,0,Woman,65,8,Urban
301,176631184,2,1,Woman,32,6,Urban
302,176631180,2,1,Woman,38,6,Urban
303,176631170,2,1,Woman,37,7,Urban
304,176497733,1,1,Woman,39,3,Urban
305,176497730,3,1,Woman,39,5,Urban
306,176497726,1,0,Woman,48,7,Rural
307,176497723,1,0,Woman,21,5,Urban
308,176497719,2,1,Man,35,4,Urban
309,176497655,1,0,Woman,41,4,Urban
310,176497650,2,0,Woman,22,5,Urban
311,176497642,2,0,Man,27,6,Urban
312,176497639,1,0,Woman,21,3,Urban
313,176497629,2,0,Woman,52,6,Urban
314,176497590,1,1,Woman,27,2,Urban
315,176497587,1,1,Man,34,3,Urban
316,176497585,2,1,Woman,65,4,Urban
317,176497583,1,0,Woman,39,3,Urban
318,176497580,2,0,Woman,23,8,Urban
319,176489460,1,1,Man,20,3,Rural
320,176489458,1,0,Woman,75,7,Rural
321,176489454,1,0,Man,63,6,Rural
322,176489453,1,0,Woman,56,7,Rural
323,176489451,3,0,Woman,46,6,Rural
324,176485404,3,0,Woman,51,2,Rural
325,176485402,3,2,Woman,63,4,Rural
326,176485401,3,0,Woman,53,5,Rural
327,176485398,3,0,Woman,38,9,Rural
328,176485397,3,0,Woman,76,2,Rural
329,176485145,4,0,Woman,31,5,Rural
330,176485143,1,0,Man,68,1,Rural
331,176485137,3,0,Woman,21,8,Rural
332,176485132,2,0,Man,71,3,Rural
333,176485127,2,1,Woman,39,6,Rural
334,176477043,1,1,Woman,39,7,Urban
335,176477042,2,0,Man,47,3,Urban
336,176477041,1,1,Woman,45,6,Rural
337,176475750,2,1,Woman,35,6,Urban
338,176475749,2,0,Woman,35,4,Rural
339,176475748,1,1,Woman,48,5,Rural
340,176475567,2,0,Woman,60,6,Rural
341,176475565,2,0,Woman,19,3,Rural
342,176475562,1,0,Woman,22,4,Rural
343,176475559,1,0,Woman,46,7,Rural
344,176475554,2,0,Woman,50,7,Rural
345,176475539,2,0,Woman,43,9,Rural
346,176475534,2,0,Woman,46,9,Rural
347,176475532,2,0,Woman,26,10,Rural
348,176475530,2,0,Woman,44,5,Rural
349,176475526,2,0,Man,35,8,Rural
350,176475524,2,1,Man,47,10,Rural
351,176475520,3,2,Woman,27,4,Rural
352,176475515,2,0,Woman,30,5,Rural
353,176475512,1,2,Man,68,5,Rural
354,176471135,1,1,Woman,40,4,Rural
355,176470940,2,1,Woman,53,5,Rural
356,176470936,1,0,Woman,43,3,Rural
357,176470933,1,0,Woman,50,8,Urban
358,176470929,2,1,Man,48,5,Urban
359,176470926,3,1,Woman,19,4,Urban
360,176470924,2,0,Woman,35,5,Urban
361,176470920,2,1,Woman,33,6,Urban
362,176469875,2,1,Woman,23,3,Rural
363,176469872,3,1,Woman,45,5,Rural
364,176469868,3,1,Woman,42,8,Rural
365,176469865,2,0,Woman,38,4,Rural
366,176469863,3,1,Woman,31,4,Rural
367,176469860,2,0,Woman,23,3,Rural
368,176469855,2,1,Woman,50,6,Rural
369,176469851,3,0,Woman,47,4,Rural
370,176469190,2,1,Woman,29,4,Rural
371,176469187,1,1,Woman,50,4,Rural
372,176469184,1,1,Woman,29,3,Rural
373,176469183,2,1,Woman,34,5,Rural
374,176469178,2,1,Woman,30,2,Rural
375,176469176,1,1,Man,36,4,Rural
376,176469173,1,1,Woman,19,2,Rural
377,176469172,1,1,Woman,28,4,Rural
378,176469170,1,1,Woman,18,5,Rural
379,176468270,2,1,Woman,44,5,Rural
380,176468266,2,0,Woman,57,6,Rural
381,176468260,2,1,Woman,62,3,Rural
382,176468135,2,0,Woman,40,6,Rural
383,176468131,1,0,Man,83,2,Rural
384,176468130,2,1,Woman,32,5,Rural
385,176468038,2,1,Woman,47,7,Rural
386,176468036,1,1,Woman,28,3,Rural
387,176468029,2,0,Woman,47,7,Rural
388,176467966,2,0,Man,73,3,Rural
389,176467962,2,1,Woman,54,3,Rural
390,176467960,2,0,Woman,48,4,Rural
391,176467907,1,0,Woman,32,5,Rural
392,176467906,1,0,Man,69,1,Rural
393,176467904,1,0,Woman,52,6,Rural
394,176465863,1,1,Woman,44,4,Rural
395,176465860,2,1,Woman,56,6,Rural
396,176465858,3,1,Woman,38,5,Rural
397,176465857,2,1,Man,39,5,Rural
398,176465854,2,0,Woman,40,5,Rural
399,176465069,1,1,Woman,59,3,Urban
400,176465063,1,1,Woman,66,5,Urban
401,176465058,2,0,Woman,62,3,Urban
402,176464981,1,0,Woman,65,5,Urban
403,176464973,1,0,Man,29,2,Urban
404,176464970,1,1,Man,32,3,Urban
405,176464967,2,2,Woman,60,2,Urban
406,176464793,1,1,Man,21,3,Urban
407,176464788,2,0,Woman,56,5,Urban
408,176464782,1,1,Woman,24,6,Urban
409,176464778,1,1,Woman,64,5,Urban
410,176464703,2,1,Woman,52,4,Urban
411,176464699,1,0,Woman,56,2,Urban
412,176464692,1,1,Man,36,3,Urban
413,176464660,2,1,Woman,44,3,Urban
414,176464655,1,1,Woman,61,3,Urban
415,176464653,1,0,Woman,63,3,Urban
416,176463880,1,0,Man,50,4,Urban
417,176463876,1,1,Woman,35,3,Urban
418,176463691,1,1,Man,42,4,Urban
419,176463686,1,1,Woman,35,8,Urban
420,176463680,1,1,Woman,59,5,Urban
421,176463590,1,0,Woman,45,5,Urban
422,176463588,1,0,Woman,57,3,Urban
423,176457747,1,1,Man,32,4,Rural
424,176457743,1,1,Man,26,5,Rural
425,176457737,1,1,Woman,41,4,Rural
426,176457736,2,0,Man,79,3,Rural
427,176457734,2,0,Woman,27,4,Rural
428,176457464,2,0,Woman,35,4,Rural
429,176457457,2,1,Woman,25,3,Rural
430,176457450,1,0,Woman,44,9,Rural
431,176457439,2,1,Woman,60,6,Rural
432,176457435,2,1,Man,69,5,Rural
433,176457431,1,1,Woman,18,4,Rural
434,176457430,1,0,Woman,86,1,Rural
435,176457425,2,1,Woman,25,3,Rural
436,176457420,1,1,Woman,24,3,Rural
437,176455607,1,1,Woman,76,3,Urban
438,176455606,1,1,Man,52,9,Urban
439,176455604,2,1,Woman,27,4,Urban
440,176455602,1,0,Woman,20,4,Urban
441,176455516,1,1,Woman,61,5,Urban
442,176455508,2,0,Woman,45,3,Urban
443,176455480,2,1,Man,61,5,Urban
444,176455475,2,0,Woman,77,3,Urban
445,176455472,3,0,Woman,60,7,Urban
446,176455468,1,1,Woman,29,3,Urban
447,176455466,1,0,Man,23,5,Urban
448,176455462,2,1,Woman,60,5,Urban
449,176455461,2,1,Woman,43,7,Urban
450,176455460,2,0,Woman,47,5,Urban
451,176455459,2,0,Woman,73,4,Urban
452,176455457,1,1,Woman,54,1,Urban
453,176454952,2,1,Woman,44,4,Rural
454,176454949,2,1,Woman,59,4,Rural
455,176454943,2,0,Man,67,2,Rural
456,176454941,1,1,Woman,59,3,Rural
457,176454938,2,1,Woman,69,6,Rural
458,176454496,2,0,Man,52,6,Rural
459,176454493,2,1,Man,35,3,Rural
460,176454489,1,1,Woman,67,5,Rural
461,176454485,1,1,Woman,53,6,Rural
462,176454407,2,0,Woman,68,3,Urban
463,176454404,2,1,Woman,28,3,Urban
464,176454400,2,0,Woman,74,6,Urban
465,176454394,1,1,Woman,64,3,Urban
466,176454390,2,1,Woman,61,7,Urban
467,176454259,1,1,Man,49,5,Urban
468,176453797,2,1,Woman,32,3,Rural
469,176453795,1,0,Woman,31,3,Rural
470,176453794,1,1,Man,44,4,Rural
471,176453792,2,0,Woman,40,6,Rural
472,176453571,2,1,Woman,27,8,Urban
473,176453565,2,0,Woman,55,5,Urban
474,176453562,2,1,Woman,59,5,Urban
475,176453560,2,1,Woman,67,1,Urban
476,176453537,2,0,Woman,41,4,Rural
477,176453523,2,0,Woman,75,5,Rural
478,176453518,2,1,Woman,32,4,Rural
479,176453109,2,1,Woman,68,6,Rural
480,176452994,2,1,Woman,40,5,Rural
481,176452910,2,0,Man,22,4,Urban
482,176452907,3,0,Woman,66,2,Rural
483,176452905,2,0,Woman,38,5,Urban
484,176452903,3,1,Woman,38,2,Rural
485,176452900,1,0,Woman,32,4,Urban
486,176452898,1,1,Woman,78,4,Urban
487,176452893,3,0,Woman,62,4,Rural
488,176452888,3,0,Man,70,3,Rural
489,176452740,2,1,Woman,27,3,Urban
490,176452738,1,0,Woman,72,2,Urban
491,176452737,2,0,Woman,71,4,Urban
492,176452594,1,0,Man,68,6,Urban
493,176452590,2,0,Woman,54,3,Urban
494,176452589,2,1,Woman,42,4,Urban
495,176452585,1,0,Man,56,3,Urban
496,176452359,1,1,Man,40,3,Urban
497,176452357,2,1,Woman,30,5,Urban
498,176452355,1,1,Man,40,4,Urban
499,176452352,2,0,Woman,65,4,Urban
500,176451858,2,0,Man,59,1,Urban
501,176451848,2,1,Man,64,3,Urban
502,176451847,1,1,Woman,21,6,Urban
503,176451846,1,0,Man,45,5,Urban
504,176451844,1,0,Woman,70,2,Urban
505,176449726,2,1,Woman,38,4,Urban
506,176449722,1,0,Woman,47,9,Urban
507,176449715,2,0,Woman,64,2,Urban
508,176449711,1,1,Man,27,4,Urban
509,176449705,2,1,Woman,40,4,Urban
510,176449400,2,0,Man,58,6,Urban
511,176449398,3,1,Man,32,3,Urban
512,176449392,2,0,Woman,26,4,Urban
513,176449390,3,0,Man,21,2,Urban
514,176449387,1,0,Woman,49,3,Urban
515,176449385,2,0,Man,54,4,Urban
516,176449382,2,1,Woman,45,4,Urban
517,176449379,2,0,Woman,33,6,Urban
518,176449376,2,0,Woman,43,3,Urban
519,176449374,2,0,Man,37,4,Urban
520,176449262,2,1,Man,38,5,Urban
521,176449260,2,1,Woman,30,9,Urban
522,176449258,2,1,Woman,54,1,Urban
523,176449255,1,0,Man,28,1,Urban
524,176449250,1,1,Woman,47,6,Urban
525,176441220,1,1,Man,50,3,Urban
526,176441217,1,0,Woman,79,2,Urban
527,176441209,2,1,Man,66,4,Urban
528,176441207,1,0,Woman,63,2,Urban
529,176437565,1,0,Man,47,3,Urban
530,176437562,2,1,Woman,48,5,Urban
531,176437560,2,0,Woman,83,5,Urban
532,176437558,1,1,Man,30,3,Urban
533,176227428,1,1,Woman,44,6,Urban
534,176227423,1,0,Woman,60,5,Urban
535,176227420,1,1,Man,38,4,Urban
536,176227418,1,1,Woman,45,4,Rural
537,176227414,1,0,Woman,56,1,Rural
538,176227412,1,0,Woman,40,5,Rural
539,176227409,1,0,Woman,43,3,Rural
540,176222163,3,0,Woman,31,10,Rural
541,176222160,3,0,Woman,58,6,Rural
542,176222158,3,0,Woman,21,10,Rural
543,176222154,3,0,Man,83,4,Rural
544,176222149,3,0,Woman,23,6,Rural
545,176216531,2,0,Man,25,4,Rural
546,176216529,2,0,Woman,67,1,Rural
547,176216526,1,0,Woman,66,5,Rural
548,176216521,2,0,Woman,50,3,Rural
549,176211826,1,1,Man,38,4,Rural
550,176211824,1,1,Man,21,3,Rural
551,176211823,2,1,Woman,40,5,Rural
552,176211821,2,0,Man,68,5,Rural
553,176211819,2,0,Woman,34,7,Rural
554,176211817,2,0,Man,62,1,Rural
555,176211635,2,0,Woman,45,4,Rural
556,176211159,2,0,Woman,29,5,Rural
557,176211156,3,0,Woman,38,6,Rural
558,176211154,1,1,Woman,46,2,Rural
559,176211150,2,1,Man,34,5,Rural
560,176211149,2,0,Woman,48,4,Rural
561,176211145,1,0,Woman,61,5,Rural
562,176211144,1,1,Woman,36,5,Rural
563,176211143,3,0,Woman,32,5,Rural
564,176211142,1,1,Woman,55,5,Rural
565,176211141,2,0,Woman,73,9,Rural
566,176211139,2,0,Woman,61,8,Rural
567,176211137,3,0,Woman,35,7,Rural
568,176211136,3,0,Man,65,2,Rural
569,176209276,1,1,Man,41,5,Rural
570,176209275,1,1,Man,21,3,Rural
571,176209270,1,0,Woman,44,5,Rural
572,176209269,1,0,Woman,36,5,Rural
573,176209257,1,1,Man,33,4,Rural
574,176209256,1,1,Woman,29,3,Rural
575,176206718,2,1,Man,61,5,Rural
576,176206711,1,1,Woman,51,4,Rural
577,176206706,1,0,Woman,76,2,Rural
578,176206701,2,1,Woman,65,4,Rural
579,176206696,2,0,Woman,68,6,Rural
580,176206691,2,1,Woman,38,4,Rural
581,176206689,1,0,Woman,60,3,Rural
582,176205188,1,0,Woman,40,3,Rural
583,176204433,2,1,Woman,37,5,Rural
584,176203025,3,0,Woman,80,2,Rural
585,176202429,1,0,Man,32,2,Rural
586,176201709,3,0,Man,70,8,Rural
587,176201705,2,0,Woman,51,7,Rural
588,176201701,1,0,Woman,42,6,Rural
589,176201699,2,1,Man,71,3,Rural
590,176201697,2,0,Woman,60,5,Rural
591,176201672,1,0,Woman,62,5,Rural
592,176201669,1,0,Woman,64,4,Rural
593,176201668,1,0,Woman,34,5,Rural
594,176201666,2,0,Woman,60,5,Rural
595,176201662,1,0,Woman,61,8,Rural
596,176201652,3,0,Man,72,4,Rural
597,176201651,2,1,Woman,38,10,Rural
598,176201649,3,0,Woman,53,12,Rural
599,176201646,2,0,Woman,67,5,Rural
600,176201645,2,0,Woman,71,2,Rural
601,176200999,1,0,Woman,40,7,Rural
602,176200997,2,0,Man,26,5,Rural
603,176200993,2,0,Woman,50,6,Rural
604,176200990,3,1,Woman,29,6,Rural
605,176200987,2,0,Man,76,6,Rural
606,176200759,1,0,Woman,54,5,Urban
607,176200758,1,0,Woman,58,6,Urban
608,176200757,1,0,Woman,54,5,Urban
609,176200755,1,0,Woman,56,4,Urban
610,176200753,1,0,Woman,58,5,Urban
611,176200752,2,1,Woman,39,5,Rural
612,176200746,1,0,Woman,22,2,Rural
613,176199892,3,1,Woman,20,3,Rural
614,176199890,3,0,Woman,19,2,Rural
615,176199887,4,0,Woman,46,5,Rural
616,176199886,3,0,Woman,52,3,Rural
617,176199885,4,0,Woman,79,2,Rural
618,176196577,4,0,Woman,61,2,Rural
619,176196575,3,0,Man,21,3,Rural
620,176196571,3,1,Man,55,3,Rural
621,176196150,1,2,Woman,19,9,Rural
622,176196146,2,0,Woman,57,5,Rural
623,176196092,2,0,Woman,23,4,Rural
624,176196084,2,0,Woman,47,7,Rural
625,176195908,2,0,Woman,26,3,Rural
626,176195903,1,0,Man,47,3,Rural
627,176195870,1,0,Woman,42,10,Rural
628,176195846,1,0,Woman,71,3,Rural
629,176195576,1,1,Woman,47,5,Rural
630,176195573,2,1,Woman,22,8,Rural
631,176195533,1,1,Woman,28,3,Rural
632,176195530,1,1,Woman,55,4,Rural
633,176195527,1,0,Woman,24,4,Rural
634,176189509,2,1,Woman,29,4,Rural
635,176189502,2,1,Man,20,7,Rural
636,176189505,2,0,Woman,70,2,Rural
637,176188276,1,0,Man,52,3,Rural
638,176188275,1,0,Woman,28,2,Rural
639,176188270,1,0,Man,35,0,Rural
640,176188265,2,0,Woman,62,0,Rural
641,176188253,2,1,Man,30,4,Urban
642,176188248,2,0,Man,40,5,Urban
643,176188245,2,0,Woman,83,2,Urban
644,176188239,4,1,Woman,78,2,Urban
645,176188233,2,0,Woman,46,5,Urban
646,176187911,2,0,Woman,45,5,Rural
647,176187909,2,0,Man,55,5,Rural
648,176187906,2,0,Man,50,4,Rural
649,176187904,2,0,Woman,35,5,Rural
650,176185259,1,1,Woman,32,6,Rural
651,176185251,2,2,Woman,41,6,Rural
652,176185063,1,0,Woman,53,4,Rural
653,176185062,1,2,Woman,26,3,Rural
654,176185060,1,1,Woman,52,4,Rural
655,176185056,1,0,Woman,52,2,Rural
656,176184975,1,1,Man,29,3,Rural
657,176184967,1,1,Woman,32,6,Rural
658,176184959,1,0,Woman,71,5,Rural
659,176184953,1,0,Woman,74,5,Rural
660,176184917,2,0,Woman,61,8,Rural
661,176184915,2,1,Woman,34,4,Rural
662,176184627,2,1,Woman,27,3,Rural
663,176184622,1,1,Woman,23,3,Rural
664,176184617,2,0,Woman,54,4,Rural
665,176184614,1,1,Woman,58,4,Rural
666,176184483,2,1,Woman,42,5,Rural
667,176184475,2,1,Woman,16,4,Rural
668,176184389,2,0,Man,46,7,Rural
669,176184387,2,1,Woman,56,6,Rural
670,176184281,1,1,Woman,26,4,Rural
671,176184274,1,1,Woman,37,7,Rural
672,176184182,2,0,Woman,71,3,Rural
673,176184175,1,1,Woman,38,7,Rural
674,176183346,2,0,Man,55,3,Rural
675,176183345,2,1,Woman,27,4,Rural
676,176183343,2,2,Woman,27,3,Rural
677,176183169,2,0,Man,55,4,Rural
678,176183165,1,0,Man,42,5,Rural
679,176183164,3,0,Woman,42,3,Rural
680,176183162,1,0,Woman,30,8,Rural
681,176183152,2,1,Man,30,4,Rural
682,176183150,1,0,Woman,30,4,Rural
683,176183149,2,0,Woman,71,4,Rural
684,176182960,1,0,Man,71,6,Rural
685,176182958,1,0,Woman,40,6,Rural
686,176182954,2,0,Man,77,8,Rural
687,176182538,1,1,Woman,60,8,Rural
688,176182536,1,1,Woman,58,4,Rural
689,176182534,2,1,Woman,35,3,Rural
690,176182532,1,1,Man,41,5,Rural
691,176182529,1,0,Woman,38,3,Rural
692,176182525,1,0,Woman,32,4,Rural
693,176182523,2,0,Man,26,4,Rural
694,176182518,2,1,Man,31,4,Rural
695,176182514,2,0,Woman,37,3,Rural
696,176182511,1,1,Woman,28,3,Rural
697,176182506,1,0,Woman,47,2,Rural
698,176182502,2,1,Man,26,8,Rural
699,176182500,1,0,Woman,45,7,Rural
700,176182441,1,0,Woman,58,3,Rural
701,176182439,1,1,Woman,36,5,Rural
702,176182438,1,0,Woman,56,3,Rural
703,176182436,1,0,Woman,75,4,Rural
704,176182414,2,0,Woman,82,3,Rural
705,176182412,1,1,Woman,55,4,Rural
706,176182409,1,1,Woman,41,3,Rural
707,176182406,2,1,Woman,77,2,Rural
708,176181958,2,1,Woman,22,7,Rural
709,176181955,1,1,Man,51,6,Rural
710,176181951,1,1,Man,49,4,Rural
711,176181757,1,1,Woman,58,4,Rural
712,176181755,1,0,Woman,48,5,Rural
713,176181753,2,0,Woman,33,6,Rural
714,176181644,2,0,Woman,23,3,Rural
715,176181641,1,0,Woman,31,2,Rural
716,176181639,1,0,Woman,61,3,Rural
717,176181458,2,0,Man,49,4,Rural
718,176181451,2,0,Woman,51,6,Rural
719,176181441,2,1,Woman,44,10,Rural
720,176180521,1,0,Man,49,4,Rural
721,176180519,2,0,Woman,52,6,Rural
722,176180517,2,1,Woman,49,4,Rural
723,176180468,2,0,Man,72,5,Rural
724,176180463,1,1,Woman,36,4,Rural
725,176180459,1,0,Woman,55,6,Rural
726,176180384,1,2,Man,54,5,Rural
727,176180380,2,0,Woman,79,2,Rural
728,176180378,1,0,Man,23,5,Rural
729,176176834,3,0,Woman,35,6,Urban
730,176176832,2,1,Woman,29,3,Urban
731,176176828,1,1,Woman,23,5,Urban
732,176176826,4,0,Woman,81,0,Urban
733,176176824,3,0,Woman,86,3,Urban
734,176176198,1,1,Woman,43,4,Rural
735,176176191,2,0,Woman,43,3,Rural
736,176176186,2,1,Man,30,2,Rural
737,176176181,1,1,Woman,42,3,Rural
738,176176174,2,1,Man,48,5,Rural
739,176175415,2,1,Woman,26,2,Rural
740,176175408,2,0,Woman,26,5,Rural
741,176175403,2,0,Woman,75,2,Rural
742,176174994,2,0,Woman,35,4,Rural
743,176174993,1,0,Woman,74,2,Rural
744,176174990,1,0,Woman,61,6,Rural
745,176174988,1,0,Woman,42,4,Rural
746,176174956,2,0,Woman,23,4,Rural
747,176174950,2,1,Woman,43,6,Rural
748,176174946,1,1,Man,34,4,Rural
749,176174944,2,0,Woman,41,4,Rural
750,176174878,1,0,Woman,35,5,Rural
751,176174876,1,0,Woman,58,8,Rural
752,176174875,2,1,Woman,29,8,Urban
753,176174830,1,0,Man,69,3,Rural
754,176174828,2,0,Man,54,8,Rural
755,176174826,1,1,Woman,30,13,Rural
756,176174668,2,0,Woman,50,6,Rural
757,176174667,1,1,Woman,49,7,Rural
758,176174664,1,1,Woman,60,10,Rural
759,176174624,1,1,Woman,63,9,Rural
760,176174619,1,0,Woman,77,5,Rural
761,176174611,2,1,Woman,20,7,Rural
762,176174603,1,1,Man,58,2,Rural
763,176174218,2,0,Man,68,4,Urban
764,176174216,1,1,Woman,41,2,Urban
765,176174215,1,1,Man,23,1,Urban
766,176174213,1,0,Woman,75,2,Urban
767,176174211,2,0,Woman,63,6,Urban
768,176174046,3,0,Woman,48,4,Rural
769,176174043,3,1,Woman,27,5,Rural
770,176174040,3,1,Woman,36,4,Rural
771,176173112,1,1,Woman,67,4,Rural
772,176173106,1,1,Woman,48,6,Rural
773,176173103,1,0,Woman,25,5,Rural
774,176172905,2,0,Woman,38,5,Rural
775,176172899,2,0,Woman,69,3,Rural
776,176172897,2,0,Woman,27,4,Rural
777,176172891,2,1,Woman,24,4,Rural
778,176166294,2,1,Man,52,6,Urban
779,176166287,1,1,Man,35,3,Urban
780,176166281,2,1,Woman,63,5,Urban
781,176166272,1,0,Woman,68,3,Urban
782,176166244,1,0,Man,66,5,Rural
783,176166191,1,0,Woman,25,3,Urban
784,176166190,1,0,Woman,29,5,Urban
785,176166188,1,0,Man,46,4,Urban
786,176166187,1,0,Woman,75,2,Urban
