,id,mig_categ,cari,cari_yn,country,neighborhood,rural_urban,sex,age,fam_type,fam_size
339,176475748,1.0,1,0,Honduras,Barrio abajo,Rural,Woman,48,Biparental,5
2020,175265524,1.0,1,0,Honduras,Comunidad San Jos_ de la Landa ,Rural,Woman,48,else,7
3177,174630976,1.0,2,0,Honduras,Yorito,Urban,Woman,50,Biparental,3
4247,173651160,1.0,2,0,Honduras,Chivana,Rural,Woman,50,Biparental,11
876,175939528,1.0,2,0,Honduras,Centro ,Rural,Woman,50,else,8
3254,174620407,1.0,2,0,Honduras,Barrio sinahi,Urban,Woman,50,Biparental,6
4052,173914443,1.0,1,0,Honduras,Corinto,Rural,Woman,50,Biparental,2
1817,175417173,1.0,2,0,Honduras,Las Minas,Rural,Woman,50,else,4
1869,175293738,1.0,1,0,Honduras,Aldea rio abajo,Rural,Woman,51,Biparental,3
4905,172970565,1.0,2,0,Honduras,Las flores santavrus,Rural,Woman,51,Biparental,9
4556,173407494,1.0,2,0,Honduras,"Aldea Santa Elena, Santa Cruz de Yojoa",Rural,Woman,52,else,7
2492,175082364,1.0,2,0,Honduras,Guangolola 2,Rural,Woman,52,Biparental,7
2703,174919255,1.0,1,0,Honduras,Los Calpules,Rural,Woman,53,else,6
3020,174826773,1.0,2,0,Honduras,Guangolola 2,Rural,Woman,53,Biparental,7
2003,175281503,1.0,2,0,Honduras,El zapotillo,Rural,Woman,54,Biparental,3
564,176211142,1.0,1,0,Honduras,Zambrano,Rural,Woman,55,Biparental,5
4903,172970567,1.0,1,0,Honduras,Las flores santa crus,Rural,Woman,55,Biparental,2
2184,175143479,1.0,1,0,Honduras,Los Calpules,Rural,Woman,57,Biparental,6
975,175930353,1.0,2,0,Honduras,Agua caliente,Rural,Woman,58,else,4
4643,173397932,1.0,1,0,Honduras,El zapote San Francisco de Yojoa,Rural,Woman,59,Biparental,4
2748,174916492,1.0,2,0,Honduras,Las Ca_as ,Rural,Woman,59,Biparental,6
2889,174901589,1.0,2,0,Honduras,Guangolola N2,Rural,Woman,71,else,12
3582,174316183,2.0,2,0,El Salvador,Canton salinas de sisiguayo,Rural,Man,25,Biparental,3
3926,174017421,2.0,2,0,El Salvador,San marcos lempa,Rural,Woman,18,Biparental,3
73,177567760,2.0,1,0,El Salvador,Villas de altamira,Urban,Woman,22,else,4
630,176195573,2.0,2,0,El Salvador,El Palomar,Rural,Woman,22,Biparental,8
1436,175668070,2.0,1,0,El Salvador,Los najarros,Rural,Woman,26,else,5
293,176631369,2.0,2,0,El Salvador,Colonia 10 de octubre,Urban,Woman,38,Biparental,3
3640,174312745,2.0,2,0,El Salvador,Barrio La Playa,Urban,Woman,49,Biparental,6
2998,174888092,2.0,2,0,El Salvador,Colonia San Francisco,Urban,Woman,68,Biparental,7
1260,175684771,2.0,1,0,Guatemala,Lanquin Barrio seputix,Urban,Man,19,else,3
4407,173425683,2.0,1,0,Guatemala,Bulej,Rural,Man,24,Biparental,4
3342,174364220,2.0,1,0,Guatemala,Sector urbano,Urban,Man,70,Biparental,1
2683,174920877,2.0,2,0,Guatemala,San Jose la Colonia,Urban,Woman,18,Biparental,6
4275,173570074,2.0,1,0,Guatemala,Las flores,Rural,Woman,25,Biparental,8
4400,173425694,2.0,2,0,Guatemala,Chacul_,Urban,Woman,30,Biparental,4
3318,174372709,2.0,2,0,Guatemala,Aldea Camojaito,Rural,Woman,42,Biparental,3
4462,173414073,2.0,1,0,Guatemala,QUIPAMBE,Rural,Woman,54,Biparental,3
316,176497585,2.0,2,0,Guatemala,Chirretzaaj zona 6,Urban,Woman,65,Biparental,4
1510,175663668,2.0,2,0,Honduras,Las Hormigas,Rural,Man,32,Biparental,4
1383,175670726,2.0,2,0,Honduras,Los charcos ,Rural,Man,40,else,5
569,176209276,2.0,1,0,Honduras,Comunidad ,Rural,Man,41,Biparental,5
4039,173984747,2.0,1,0,Honduras,Arenal,Urban,Woman,22,Biparental,3
809,176140408,2.0,2,0,Honduras,La ermita ,Rural,Woman,29,Biparental,4
4921,172965800,2.0,2,0,Honduras,Los laureles ,Rural,Woman,29,Biparental,4
2166,175145486,2.0,1,0,Honduras,Tegucigalpita,Rural,Woman,34,Biparental,4
3830,174033801,2.0,1,0,Honduras,Bajamar,Rural,Woman,36,Biparental,3
3016,174835349,2.0,2,0,Honduras,Guangolola 2,Rural,Woman,40,else,2
3879,174029605,2.0,1,0,Honduras,Victoria,Urban,Woman,40,Biparental,2
828,175953932,2.0,1,0,Honduras,El Hato,Rural,Woman,63,else,2
1643,175651988,3.0,2,0,El Salvador,EL guayabo,Rural,Man,38,else,2
2431,175104235,3.0,1,0,El Salvador,La Hermosa. Cant_n San Juan,Rural,Woman,21,Biparental,4
3621,174314415,3.0,1,0,El Salvador,Tierra blanca,Urban,Woman,29,Biparental,5
419,176463686,3.0,1,0,El Salvador,Altavista,Urban,Woman,35,Biparental,8
2882,174903852,3.0,2,0,El Salvador,Calvario,Urban,Woman,41,Biparental,4
3627,174313008,3.0,1,0,El Salvador,Barrio la playa,Urban,Woman,48,Biparental,4
3598,174315979,3.0,2,0,El Salvador,Isla de mendez,Rural,Woman,50,Biparental,4
32,177571284,3.0,2,0,El Salvador,San cristobal 1,Urban,Woman,51,Biparental,5
461,176454485,3.0,1,0,El Salvador,Cerron grande,Rural,Woman,53,else,6
711,176181757,3.0,1,0,El Salvador,Maquilishuat,Rural,Woman,58,Biparental,4
3660,174305384,3.0,2,0,El Salvador,Comunidad,Urban,Woman,72,else,7
273,176641241,3.0,1,0,El Salvador,Santa lucia,Rural,Woman,80,Biparental,4
4420,173422981,3.0,2,0,Guatemala,Bulej,Rural,Man,44,Biparental,9
4942,172951899,3.0,1,0,Guatemala,MONAJIL,Rural,Woman,23,Biparental,5
4777,173214659,3.0,2,0,Guatemala,Canton las tablas,Rural,Woman,30,Biparental,8
4584,173405916,3.0,2,0,Guatemala,Caserio los espinos,Rural,Woman,33,Biparental,3
4357,173564758,3.0,2,0,Guatemala,CONCEPCION HUISTA,Urban,Woman,35,else,9
1705,175440664,3.0,2,0,Guatemala,Los planes,Rural,Woman,37,Biparental,4
3126,174645582,3.0,1,0,Honduras,Punta Ocote,Rural,Man,25,else,4
3690,174251945,3.0,1,0,Honduras,Col. Las Brisa de Uchapa,Urban,Man,33,else,7
2993,174890934,3.0,2,0,Honduras,las vegas,Rural,Woman,20,Biparental,4
1009,175923822,3.0,2,0,Honduras,Palmira ,Rural,Woman,21,Biparental,4
4141,173738529,3.0,1,0,Honduras,La betel ,Rural,Woman,21,Biparental,2
1787,175432551,3.0,2,0,Honduras,Pavana ,Rural,Woman,26,Biparental,3
2620,174924813,3.0,1,0,Honduras,Coyoles Central ,Rural,Woman,36,else,10
2983,174890973,3.0,1,0,Honduras,las vegas,Rural,Woman,42,Biparental,6
3384,174349610,3.0,2,0,Honduras,La Libertad Sur,Urban,Woman,42,else,5
1218,175886538,3.0,2,0,Honduras,Villa vista,Rural,Woman,42,Biparental,3
3180,174630914,3.0,2,0,Honduras,Yorito,Urban,Woman,52,Biparental,4
4042,173980253,3.0,1,0,Honduras,La Ceibita Chamelecon,Urban,Woman,56,Biparental,1
1236,175685815,3.0,2,0,Honduras,Los Llanos,Urban,Woman,60,Biparental,1
