,id,mig_categ,cari,cari_yn,country,neighborhood,rural_urban,sex,age,fam_type,fam_size
2500,174954870,0.0,2,0,Guatemala,Aldea san lorenzo,Urban,Man,76,Biparental,2
1803,175424789,0.0,2,0,Guatemala,TEJUTLA,Urban,Man,79,Biparental,1
2130,175148277,0.0,1,0,Guatemala,El obraje,Rural,Man,80,Biparental,3
2720,174918925,0.0,2,0,Guatemala,HERMON,Rural,Man,84,Biparental,2
4679,173221401,0.0,1,0,Guatemala,EL CARMEN BUXUP,Rural,Woman,16,Biparental,4
4734,173215407,0.0,1,0,Guatemala,Canton tonina,Rural,Woman,18,Biparental,3
935,175935154,0.0,1,0,Guatemala,Barrio la florida,Urban,Woman,18,Biparental,4
341,176475565,0.0,2,0,Guatemala,Aldea canlech,Rural,Woman,19,Biparental,3
942,175935139,0.0,1,0,Guatemala,Barrio La Florida,Urban,Woman,19,Biparental,9
4441,173420211,0.0,1,0,Guatemala,Ladea Bulej,Rural,Woman,20,else,4
4170,173737730,0.0,1,0,Guatemala,San Rafael Soche,Urban,Woman,20,Biparental,6
2553,174932313,0.0,2,0,Guatemala,HERMON,Rural,Woman,21,Biparental,2
4597,173405471,0.0,1,0,Guatemala,Tajumulco,Urban,Woman,22,else,5
4382,173561242,0.0,1,0,Guatemala,Barrio san Antonio,Urban,Woman,22,Biparental,5
1875,175293168,0.0,2,0,Guatemala,Sabana Grande,Rural,Woman,22,Biparental,3
2535,174933871,0.0,1,0,Guatemala,HERMON,Rural,Woman,23,Biparental,4
4792,173213782,0.0,2,0,Guatemala,El bueyero,Rural,Woman,23,Biparental,4
178,176660479,0.0,2,0,Guatemala,Aldea sejux xuctzul,Rural,Woman,23,Biparental,15
3415,174348268,0.0,2,0,Guatemala,San Rafael pie de la cuesta,Urban,Woman,23,Biparental,3
4395,173525120,0.0,1,0,Guatemala,Chacaj,Rural,Woman,23,Biparental,6
4328,173566349,0.0,2,0,Guatemala,Aldea olopita,Rural,Woman,23,Biparental,4
287,176631822,0.0,2,0,Guatemala,Chimolon,Rural,Woman,24,Biparental,4
4984,176475540,0.0,1,0,Guatemala,Aldea canlech,Rural,Woman,24,Biparental,6
920,175935365,0.0,2,0,Guatemala,Sentro 2 chisec,Urban,Woman,24,Biparental,5
4991,174926561,0.0,2,0,Guatemala,Barrio canton zona 8,Urban,Woman,24,Biparental,7
3409,174348317,0.0,1,0,Guatemala,Aldea nahutan,Rural,Woman,25,Biparental,3
3398,174348408,0.0,2,0,Guatemala,Aldea Nahuatan,Rural,Woman,25,else,2
4776,173214662,0.0,2,0,Guatemala,Canton las tablas,Rural,Woman,25,Biparental,5
3032,174693891,0.0,2,0,Guatemala,Sector urbano,Rural,Woman,25,Biparental,3
4790,173213785,0.0,2,0,Guatemala,El bueyero,Rural,Woman,25,Biparental,4
4291,173568850,0.0,1,0,Guatemala,SAN MARTIN CUCHUMATAN,Rural,Woman,25,Biparental,4
4806,173212934,0.0,2,0,Guatemala,CULVILLA,Rural,Woman,25,Biparental,2
1254,175684783,0.0,1,0,Guatemala,Urbano,Urban,Woman,26,Biparental,4
1852,175297029,0.0,2,0,Guatemala,Las conchas,Rural,Woman,26,Biparental,4
3115,174650593,0.0,1,0,Guatemala,Ipala,Urban,Woman,26,Biparental,3
2468,175091631,0.0,2,0,Guatemala,Las majaditas,Urban,Woman,26,Biparental,4
1280,175681499,0.0,1,0,Guatemala,SIPACAPA,Urban,Woman,27,Biparental,3
4969,175692593,0.0,2,0,Guatemala,SIPACAPA,Urban,Woman,27,Biparental,3
3805,174039402,0.0,1,0,Guatemala,Nuevo Progreso,Urban,Woman,27,Biparental,4
3696,174096702,0.0,1,0,Guatemala,Chacaj,Rural,Woman,27,Biparental,2
1840,175297413,0.0,1,0,Guatemala,CALIFORNIA,Rural,Woman,28,Biparental,3
4203,173730910,0.0,2,0,Guatemala,Caserio los bujes,Rural,Woman,28,Biparental,9
3045,174674867,0.0,2,0,Guatemala,Bo. Ls Flores,Rural,Woman,28,Biparental,3
3786,174040617,0.0,2,0,Guatemala,SAN JUAN IXCOY,Urban,Woman,28,Biparental,7
2513,174937782,0.0,2,0,Guatemala,San lorenzo,Urban,Woman,29,Biparental,5
4802,173213290,0.0,2,0,Guatemala,CULVILLA,Rural,Woman,29,Biparental,4
282,176631963,0.0,2,0,Guatemala,Aldea Chimolon,Rural,Woman,30,Biparental,9
4412,173422995,0.0,1,0,Guatemala,Colonia nueva esperanza Chacula,Rural,Woman,30,Biparental,4
1715,175440154,0.0,2,0,Guatemala,Nueva San julian,Rural,Woman,32,Biparental,6
4380,173561247,0.0,1,0,Guatemala,Barrio san Antonio,Urban,Woman,32,Biparental,5
3114,174650594,0.0,1,0,Guatemala,Ipala,Urban,Woman,33,Biparental,5
1322,175676989,0.0,2,0,Guatemala,Tesoro abajo,Rural,Woman,33,Biparental,5
593,176201668,0.0,1,0,Guatemala,Sector 3 canaan,Rural,Woman,34,Biparental,5
553,176211819,0.0,2,0,Guatemala,Aldea Xequixquib,Rural,Woman,34,Biparental,7
1329,175676921,0.0,2,0,Guatemala,Tesoro abajo,Rural,Woman,35,Biparental,6
4093,173746926,0.0,1,0,Guatemala,San Jacinto,Urban,Woman,36,Biparental,3
3077,174657535,0.0,1,0,Guatemala,INC_,Rural,Woman,36,Biparental,5
271,176641624,0.0,1,0,Guatemala,El esfuerzo zona 12,Urban,Woman,36,Biparental,5
863,175940882,0.0,1,0,Guatemala,Las Veguitas,Rural,Woman,36,Biparental,7
4336,173566335,0.0,1,0,Guatemala,Aldea olopita,Rural,Woman,37,Biparental,5
2470,175091092,0.0,2,0,Guatemala,Las Majaditas,Urban,Woman,37,Biparental,8
4973,175692599,0.0,2,0,Guatemala,SIPACAPA,Urban,Woman,37,Biparental,4
3059,174659921,0.0,2,0,Guatemala,LAS MINAS,Rural,Woman,38,Biparental,4
1801,175424794,0.0,2,0,Guatemala,TEJUTLA,Urban,Woman,38,Biparental,3
3449,174344850,0.0,2,0,Guatemala,Aldea Rancho Bojon,Rural,Woman,38,Biparental,10
4766,173215062,0.0,1,0,Guatemala,EL  CARMEN BUXUP,Rural,Woman,38,Biparental,4
4392,173529184,0.0,2,0,Guatemala,Chacaj,Rural,Woman,38,Biparental,4
3450,174344775,0.0,2,0,Guatemala,Aldea rancho bojon,Rural,Woman,38,Biparental,5
1778,175434178,0.0,2,0,Guatemala,San agustin viejo chahal,Rural,Woman,38,Biparental,4
4281,173569158,0.0,2,0,Guatemala,Aldea Chacaj,Rural,Woman,39,Biparental,3
3417,174348255,0.0,2,0,Guatemala,Urbano,Urban,Woman,39,Biparental,9
149,176674257,0.0,2,0,Guatemala,Chimolon,Rural,Woman,39,Biparental,10
3142,174644225,0.0,1,0,Guatemala,Aldea cacahuatepeque,Rural,Woman,39,Biparental,4
4403,173425691,0.0,2,0,Guatemala,La Trinidad,Rural,Woman,40,Biparental,3
601,176200999,0.0,1,0,Guatemala,Aldea yampemech,Rural,Woman,40,Biparental,7
4577,173405924,0.0,2,0,Guatemala,Aldea los Espinos,Rural,Woman,40,Biparental,6
4813,173212767,0.0,2,0,Guatemala,CULVILLA,Rural,Woman,40,Biparental,4
2700,174919780,0.0,1,0,Guatemala,San jose la colonia,Urban,Woman,40,Biparental,6
4454,173415254,0.0,1,0,Guatemala,QUIPAMBE,Rural,Woman,41,Biparental,3
1885,175293149,0.0,1,0,Guatemala,Sabana Grande,Rural,Woman,41,else,9
3102,174655697,0.0,2,0,Guatemala,LAS MINAS,Rural,Woman,41,Biparental,3
1725,175438700,0.0,2,0,Guatemala,Caserio nuevo san julian,Rural,Woman,41,Biparental,7
1777,175434182,0.0,2,0,Guatemala,San agustin viejo chahal,Rural,Woman,42,Biparental,2
1252,175684786,0.0,1,0,Guatemala,Urbano,Urban,Woman,42,Biparental,6
3453,174344768,0.0,1,0,Guatemala,Aldea rancho bojon,Rural,Woman,42,Biparental,8
4067,173761003,0.0,2,0,Guatemala,Tzal_ Chiquito,Rural,Woman,42,else,6
2072,175150941,0.0,1,0,Guatemala,Zona 4,Urban,Woman,43,Biparental,7
4251,173576259,0.0,2,0,Guatemala,Aldea Tzojbal,Rural,Woman,43,Biparental,6
2076,175150894,0.0,2,0,Guatemala,IXMULCA,Rural,Woman,43,Biparental,4
2143,175148054,0.0,2,0,Guatemala,El obraje,Rural,Woman,44,Biparental,5
4533,173409204,0.0,2,0,Guatemala,Aldea las lagunas,Rural,Woman,44,Biparental,9
4396,173525118,0.0,1,0,Guatemala,Chacaj,Rural,Woman,45,Biparental,10
4416,173422986,0.0,2,0,Guatemala,La Trinidad,Rural,Woman,45,else,6
4147,173738275,0.0,2,0,Guatemala,San rafael soche,Rural,Woman,46,Biparental,8
2108,175149175,0.0,1,0,Guatemala,Chiquimula,Urban,Woman,46,else,5
4752,173215189,0.0,2,0,Guatemala,Aldea Atulapa,Rural,Woman,47,Biparental,7
4184,173736784,0.0,2,0,Guatemala,Caparja,Rural,Woman,47,Biparental,4
4504,173410520,0.0,1,0,Guatemala,Ixmoco,Rural,Woman,48,Biparental,6
4676,173221406,0.0,1,0,Guatemala,EL CARMEN BUXUP,Rural,Woman,48,Biparental,6
3057,174667790,0.0,2,0,Guatemala,San juan atitan,Rural,Woman,48,Biparental,7
4764,173215065,0.0,1,0,Guatemala,EL CARMEN BUXUP,Rural,Woman,49,Biparental,2
2529,174937117,0.0,1,0,Guatemala,El cerro,Urban,Woman,50,Biparental,3
2051,175155251,0.0,2,0,Guatemala,Cahaboncito,Rural,Woman,50,Biparental,8
3821,174039187,0.0,1,0,Guatemala,Quezaltepeque,Urban,Woman,50,Biparental,1
2517,174937777,0.0,2,0,Guatemala,Barrio el cerro,Urban,Woman,50,Biparental,4
3346,174364216,0.0,2,0,Guatemala,Aldea Camojallito,Rural,Woman,52,Biparental,3
3085,174657400,0.0,1,0,Guatemala,INC_,Rural,Woman,53,Biparental,5
1711,175440600,0.0,2,0,Guatemala,Los planes,Rural,Woman,53,Biparental,4
2587,174927481,0.0,1,0,Guatemala,Canton las casas zona 8,Urban,Woman,54,Biparental,8
4768,173215059,0.0,1,0,Guatemala,EL CARMEN BUXUP,Rural,Woman,54,Biparental,3
2105,175149186,0.0,1,0,Guatemala,Chiquimula,Urban,Woman,55,else,9
4200,173730915,0.0,2,0,Guatemala,Caserio los bujes,Rural,Woman,55,Biparental,9
1736,175438578,0.0,1,0,Guatemala,TEJUTLA,Urban,Woman,55,Biparental,4
174,176660491,0.0,1,0,Guatemala,Alsea srjux setzuc,Rural,Woman,55,Biparental,4
2144,175148049,0.0,1,0,Guatemala,El obraje,Rural,Woman,56,Biparental,2
3112,174650609,0.0,1,0,Guatemala,Ipala,Urban,Woman,56,Biparental,2
2466,175091910,0.0,2,0,Guatemala,Aldea Majadita,Urban,Woman,57,else,5
2548,174932498,0.0,2,0,Guatemala,Zona 3,Urban,Woman,58,Biparental,6
2689,174920862,0.0,1,0,Guatemala,San jose la Colonia,Urban,Woman,59,Biparental,6
3438,174347854,0.0,1,0,Guatemala,Aldea la coronada,Rural,Woman,59,else,5
888,175938345,0.0,2,0,Guatemala,Aldea Tuila,Rural,Woman,60,Biparental,4
4095,173746924,0.0,2,0,Guatemala,San Jacinto,Urban,Woman,60,Biparental,2
4455,173415252,0.0,1,0,Guatemala,QUIPAMBE,Rural,Woman,60,Biparental,3
2975,174894108,0.0,1,0,Guatemala,Ojechejel,Urban,Woman,60,Biparental,2
1604,175656199,0.0,2,0,Guatemala,Las islas,Rural,Woman,61,Biparental,5
864,175940880,0.0,1,0,Guatemala,Las Veguitas,Rural,Woman,62,Biparental,3
3799,174039641,0.0,2,0,Guatemala,Nuevo progeso ,Urban,Woman,63,Biparental,6
3107,174650642,0.0,1,0,Guatemala,Ipala,Urban,Woman,63,Biparental,2
1909,175292372,0.0,2,0,Guatemala,Barrio la playa,Urban,Woman,64,Biparental,5
592,176201669,0.0,1,0,Guatemala,Sector 3 canaan,Rural,Woman,64,Biparental,4
4996,174925764,0.0,2,0,Guatemala,Sanjuan ermita,Urban,Woman,64,Biparental,4
4160,173737773,0.0,2,0,Guatemala,Aldea san antonio sechil,Rural,Woman,65,Biparental,8
4428,173422018,0.0,2,0,Guatemala,La Trinidad ,Rural,Woman,65,Biparental,2
4474,173412819,0.0,2,0,Guatemala,QUIPAMBE,Rural,Woman,65,Biparental,4
2155,175146595,0.0,1,0,Guatemala,Zona 7,Urban,Woman,65,Biparental,5
1848,175297224,0.0,2,0,Guatemala,CALIFORNIA,Rural,Woman,65,Biparental,3
869,175940863,0.0,1,0,Guatemala,Ladea beguitas,Rural,Woman,66,else,2
3048,174674861,0.0,2,0,Guatemala,San Ildefonso Ixtahuac_n,Rural,Woman,66,Biparental,5
946,175934429,0.0,1,0,Guatemala,San Jose,Urban,Woman,67,Biparental,5
4308,173567370,0.0,1,0,Guatemala,El platanar,Rural,Woman,68,Biparental,3
3420,174348244,0.0,1,0,Guatemala,Urbano,Urban,Woman,68,Biparental,4
2594,174926613,0.0,2,0,Guatemala,Zona 8,Urban,Woman,68,Biparental,2
4803,173213289,0.0,2,0,Guatemala,CULVILLA,Rural,Woman,69,Biparental,2
4327,173566350,0.0,1,0,Guatemala,Aldea olopita,Rural,Woman,69,Biparental,3
2077,175150797,0.0,1,0,Guatemala,Zona,Urban,Woman,69,Biparental,2
2129,175148475,0.0,1,0,Guatemala,Cahanboncito,Rural,Woman,70,Biparental,6
1351,175673111,0.0,1,0,Guatemala,SIPACAPA,Urban,Woman,72,Biparental,2
4103,173746907,0.0,1,0,Guatemala,San Jacinto,Urban,Woman,72,Biparental,3
4997,174925765,0.0,1,0,Guatemala,San juan ermita,Urban,Woman,72,Biparental,4
3721,174052585,0.0,1,0,Guatemala,Olopa,Urban,Woman,72,Biparental,4
2606,174925469,0.0,1,0,Guatemala,San Juan Ermita,Urban,Woman,74,Biparental,3
1327,175676923,0.0,2,0,Guatemala,Tesoro abajo,Rural,Woman,75,Biparental,2
955,175934278,0.0,2,0,Guatemala,Barrio San Jos_,Urban,Woman,76,else,12
4195,173730970,0.0,1,0,Guatemala,Caserio los bujes,Rural,Woman,76,Biparental,8
1701,175440669,0.0,1,0,Guatemala,Los planes,Rural,Woman,78,Biparental,2
2006,175278249,0.0,2,0,Guatemala,Barrio la playa ,Urban,Woman,81,Biparental,3
1417,175668976,0.0,1,0,Guatemala,Camotan,Urban,Woman,83,Biparental,1
545,176216531,0.0,2,0,Honduras,El Desvio,Rural,Man,25,Biparental,4
1946,175286692,0.0,1,0,Honduras,Aldea Pavana,Urban,Man,27,else,4
4240,173651171,0.0,1,0,Honduras,Chivana,Rural,Man,30,Biparental,2
2045,175236040,0.0,2,0,Honduras,San Francisco,Rural,Man,32,Biparental,7
585,176202429,0.0,1,0,Honduras,Jicarito,Rural,Man,32,else,2
1119,175909859,0.0,1,0,Honduras,Tablado,Rural,Man,33,Biparental,4
4611,173403865,0.0,2,0,Honduras,El sapote san fransisco d yojoa,Rural,Man,33,Biparental,4
801,176141871,0.0,2,0,Honduras,Cerro bonito,Rural,Man,35,Biparental,4
826,175953936,0.0,1,0,Honduras,El Coyolito ,Rural,Man,36,else,4
1052,175919673,0.0,1,0,Honduras,Mandasta,Rural,Man,36,Biparental,4
4128,173740449,0.0,1,0,Honduras,Corinto,Rural,Man,37,Biparental,4
1654,175644027,0.0,1,0,Honduras,Malpaso,Rural,Man,40,Biparental,3
1124,175909719,0.0,1,0,Honduras,Sabanagrande ,Urban,Man,46,else,8
2268,175135644,0.0,1,0,Honduras,Los limones,Rural,Man,48,Biparental,4
800,176146306,0.0,2,0,Honduras,Jicarito ,Rural,Man,49,Biparental,6
1050,175919681,0.0,1,0,Honduras,Curaren centro,Urban,Man,51,Biparental,6
4831,173200004,0.0,1,0,Honduras,La Bomba,Urban,Man,53,Biparental,5
1930,175290809,0.0,2,0,Honduras,Las Hormigas,Rural,Man,54,else,4
2809,174911695,0.0,2,0,Honduras,El Guanigiquil,Rural,Man,54,Biparental,7
1062,175917877,0.0,2,0,Honduras,El Tablado ,Rural,Man,58,Biparental,7
1121,175909848,0.0,1,0,Honduras,Tablado,Rural,Man,58,Biparental,5
2351,175123563,0.0,2,0,Honduras,San Judas ,Rural,Man,59,Biparental,8
3707,174069026,0.0,1,0,Honduras,Col.Adrian Bladimiro Zepeda,Urban,Man,60,Biparental,5
4559,173407487,0.0,1,0,Honduras,"Colonia, La San pablo",Rural,Man,60,else,4
807,176141145,0.0,2,0,Honduras,El Desvio,Rural,Man,60,else,5
1808,175424685,0.0,1,0,Honduras,Agua Caliente,Urban,Man,61,Biparental,4
974,175930355,0.0,1,0,Honduras,Agua Caliente,Rural,Man,61,Biparental,4
2780,174914270,0.0,2,0,Honduras,San jose,Rural,Man,62,Biparental,14
4935,172964778,0.0,2,0,Honduras,COLONIA SAN JOSE,Rural,Man,63,Biparental,3
1465,175666170,0.0,1,0,Honduras,Los llanos,Rural,Man,64,else,1
782,176166244,0.0,1,0,Honduras,Barrio La Quinta,Rural,Man,66,Biparental,5
4854,172995788,0.0,2,0,Honduras,"Centro, San Isidro",Rural,Man,66,Biparental,6
2781,174914269,0.0,1,0,Honduras,San jose,Rural,Man,67,Biparental,4
4851,173193358,0.0,2,0,Honduras,El centro,Urban,Man,67,Biparental,3
872,175940522,0.0,1,0,Honduras,Col. Santa Fe,Urban,Man,70,Biparental,2
2016,175265901,0.0,2,0,Honduras,Aldea San Jose de la Landa,Urban,Man,70,Biparental,2
1481,175665887,0.0,2,0,Honduras,El Llano,Rural,Man,70,else,4
2355,175123547,0.0,1,0,Honduras,San Judas ,Rural,Man,74,Biparental,3
4683,173220371,0.0,2,0,Honduras,El encanto ,Rural,Man,78,Biparental,1
2782,174914265,0.0,2,0,Honduras,San jose,Rural,Man,80,Biparental,5
2591,174926806,0.0,1,0,Honduras,Barrio El Calvario,Urban,Man,84,else,4
4217,173703709,0.0,1,0,Honduras,Pe_a Blanca ,Rural,Woman,19,Biparental,6
2353,175123556,0.0,1,0,Honduras,San Judas ,Rural,Woman,20,Biparental,3
4788,173214430,0.0,2,0,Honduras,"COL. SAN JOSE

",Rural,Woman,25,Biparental,2
4698,173216373,0.0,1,0,Honduras,Col la mora,Urban,Woman,25,Biparental,6
979,175927671,0.0,1,0,Honduras,Barrio Arriba,Urban,Woman,25,Biparental,4
2347,175123578,0.0,2,0,Honduras,Sanjudas,Rural,Woman,25,else,3
2248,175136151,0.0,2,0,Honduras,El Chocolate ,Rural,Woman,26,Biparental,5
830,175946130,0.0,1,0,Honduras,San Francisco de soroguara,Rural,Woman,26,Biparental,10
4123,173740456,0.0,2,0,Honduras,Corinto ,Rural,Woman,26,Biparental,4
980,175927667,0.0,1,0,Honduras,Los Laureles ,Urban,Woman,26,Biparental,4
2356,175123544,0.0,1,0,Honduras,San Judas,Rural,Woman,27,Biparental,3
1699,175442581,0.0,1,0,Honduras,Puente Jal_n ,Rural,Woman,27,Biparental,4
4220,173703702,0.0,2,0,Honduras,El Ed_n ,Rural,Woman,28,Biparental,8
4210,173711809,0.0,1,0,Honduras,"El Eden, Pe_a Blanca ",Urban,Woman,28,Biparental,3
3473,174329163,0.0,1,0,Honduras,El Palmar,Rural,Woman,28,else,7
4226,173703693,0.0,1,0,Honduras,Pe_a Blanca,Rural,Woman,29,Biparental,3
4564,173407474,0.0,2,0,Honduras,"Comunidad, San Isidro",Rural,Woman,29,else,5
909,175936389,0.0,1,0,Honduras,El encino ,Rural,Woman,29,Biparental,5
3125,174648327,0.0,1,0,Honduras,Cuyamel,Rural,Woman,30,Biparental,3
4072,173759147,0.0,1,0,Honduras,LIMA CENTRO,Rural,Woman,33,Biparental,3
4465,173414070,0.0,2,0,Honduras,La Bomba,Urban,Woman,33,Biparental,6
4671,173221974,0.0,2,0,Honduras,Macro albergue,Rural,Woman,33,Biparental,5
959,175932444,0.0,2,0,Honduras,Zarabanda ,Rural,Woman,33,Biparental,4
927,175935249,0.0,2,0,Honduras,Francisco de soroguara,Rural,Woman,33,Biparental,4
2723,174918148,0.0,1,0,Honduras,San Jose,Rural,Woman,34,Biparental,6
3462,174339755,0.0,1,0,Honduras,Cuyamel,Rural,Woman,35,else,3
2178,175144770,0.0,1,0,Honduras,Los Calpules,Rural,Woman,35,Biparental,3
1672,175444933,0.0,1,0,Honduras,LIMA CENTRO,Urban,Woman,35,Biparental,3
338,176475749,0.0,2,0,Honduras,Barrio abajo,Rural,Woman,35,Biparental,4
3682,174264652,0.0,1,0,Honduras,Ocho de Febrero,Urban,Woman,36,Biparental,6
827,175953935,0.0,2,0,Honduras,El Suyate ,Rural,Woman,36,Biparental,6
2478,175087097,0.0,1,0,Honduras,Las arenas ,Urban,Woman,36,Biparental,4
2672,174921026,0.0,2,0,Honduras,El zapotillo ,Rural,Woman,36,Biparental,5
4689,173220333,0.0,2,0,Honduras,General Madrid ,Rural,Woman,37,Biparental,5
1231,175690280,0.0,2,0,Honduras,Arena Blanca,Rural,Woman,38,else,8
4862,172985504,0.0,2,0,Honduras,Funez barahona ,Rural,Woman,38,else,3
1957,175286236,0.0,2,0,Honduras,R_o Abajo,Rural,Woman,38,Biparental,3
926,175935250,0.0,2,0,Honduras,San Francisco de soroguara,Rural,Woman,38,Biparental,8
4852,173405234,0.0,2,0,Honduras,Colonia la pas bloque 3,Rural,Woman,39,Biparental,5
4924,172965797,0.0,2,0,Honduras,Barrio los laureles ,Rural,Woman,39,Biparental,4
4124,173740455,0.0,1,0,Honduras,Corinto ,Rural,Woman,40,Biparental,10
2210,175138379,0.0,2,0,Honduras,San Francisco,Rural,Woman,40,Biparental,2
3725,174051409,0.0,2,0,Honduras,Tegucigalpita ,Rural,Woman,40,Biparental,6
4173,173736811,0.0,2,0,Honduras,Col. Suyapa Chamelecon,Urban,Woman,40,Biparental,5
999,175924254,0.0,2,0,Honduras,El Desvio,Rural,Woman,42,Biparental,6
2350,175123568,0.0,2,0,Honduras,Sanjudas,Rural,Woman,43,else,4
4785,173214435,0.0,2,0,Honduras,COL SAN JOSE,Rural,Woman,43,Biparental,4
4108,173744297,0.0,1,0,Honduras,Corinto,Rural,Woman,44,Biparental,5
4177,173736807,0.0,1,0,Honduras,Col.San Antonio,Urban,Woman,45,Biparental,7
646,176187911,0.0,2,0,Honduras,Cerro Bonito,Rural,Woman,45,Biparental,5
645,176188233,0.0,2,0,Honduras,Barrio el Centro ,Urban,Woman,46,Biparental,5
4467,173414068,0.0,2,0,Honduras,La Bomba,Urban,Woman,46,Biparental,4
3133,174644314,0.0,2,0,Honduras,Colonia Adrian Bladimiro Zepeda,Urban,Woman,47,Biparental,3
1512,175663664,0.0,1,0,Honduras,Las Hormigas,Rural,Woman,48,Biparental,4
1386,175670723,0.0,1,0,Honduras,Los charcos ,Rural,Woman,48,Biparental,5
2599,174925719,0.0,1,0,Honduras,Colonia 5 de Enero,Urban,Woman,49,Biparental,4
1782,175433253,0.0,1,0,Honduras,Aldea Pavana,Rural,Woman,50,Biparental,4
829,175946601,0.0,1,0,Honduras,Jicarito ,Rural,Woman,50,Biparental,4
2207,175138391,0.0,2,0,Honduras,San Francisco,Rural,Woman,52,Biparental,6
1955,175286248,0.0,2,0,Honduras,R_o Abajo,Rural,Woman,53,Biparental,6
836,175946116,0.0,2,0,Honduras,San Francisco soroguara,Rural,Woman,53,Biparental,6
4446,173415503,0.0,1,0,Honduras,Chamelecon Centro,Urban,Woman,54,Biparental,4
1483,175665880,0.0,2,0,Honduras,El llano,Rural,Woman,55,else,5
981,175927663,0.0,1,0,Honduras,Los Laureles ,Urban,Woman,55,Biparental,3
1511,175663666,0.0,2,0,Honduras,Las Hormigas,Rural,Woman,55,Biparental,3
4073,173759145,0.0,1,0,Honduras,LIMA CENTRO,Rural,Woman,55,Biparental,3
2619,174924852,0.0,1,0,Honduras,Coyoles Central ,Rural,Woman,55,Biparental,2
4868,172982958,0.0,1,0,Honduras,Cocosur,Urban,Woman,55,Biparental,0
2622,174924765,0.0,2,0,Honduras, Coyoles Central ,Rural,Woman,55,Biparental,5
1060,175917885,0.0,2,0,Honduras,El Tablado ,Rural,Woman,58,Biparental,6
2714,174919229,0.0,2,0,Honduras,Los calpules,Rural,Woman,58,Biparental,3
3305,174590565,0.0,2,0,Honduras,Las Minas,Rural,Woman,58,Biparental,3
1870,175293737,0.0,1,0,Honduras,Aldea rio abajo,Rural,Woman,58,Biparental,6
962,175932439,0.0,1,0,Honduras,Zarabanda,Rural,Woman,58,Biparental,9
2086,175150021,0.0,2,0,Honduras,Comali,Rural,Woman,59,Biparental,5
1233,175689096,0.0,1,0,Honduras,Arena Blanca,Rural,Woman,60,Biparental,1
3773,174046055,0.0,1,0,Honduras,LIMA CENTRO,Urban,Woman,60,Biparental,5
3723,174051421,0.0,2,0,Honduras,Tegucigalpita ,Rural,Woman,60,Biparental,1
2242,175136189,0.0,1,0,Honduras,_l chocolate,Rural,Woman,61,Biparental,3
2738,174916528,0.0,2,0,Honduras,"Sulaco, Barrio Maria Auxiliadora",Urban,Woman,61,Biparental,8
3691,174229295,0.0,2,0,Honduras,"Las Brisas, Pe_a Blanca ",Urban,Woman,62,else,2
2194,175142535,0.0,2,0,Honduras,El zapotillo,Rural,Woman,62,Biparental,8
983,175925386,0.0,2,0,Honduras,El Vertiente,Rural,Woman,62,Biparental,5
640,176188265,0.0,2,0,Honduras,Cerro bonito ,Rural,Woman,62,else,0
2987,174890958,0.0,2,0,Honduras,las vegas,Rural,Woman,62,Biparental,4
1457,175667126,0.0,2,0,Honduras,El Sursular,Rural,Woman,63,else,4
1392,175670629,0.0,1,0,Honduras,Colonia Villafranca,Urban,Woman,65,else,6
3171,174631152,0.0,2,0,Honduras,Luquigue,Rural,Woman,65,Biparental,3
1373,175672401,0.0,1,0,Honduras,Dulce nombre,Rural,Woman,66,Biparental,4
547,176216526,0.0,1,0,Honduras,El Desvio,Rural,Woman,66,Biparental,5
4047,173964125,0.0,1,0,Honduras,Arenal,Urban,Woman,67,else,7
2319,175127459,0.0,2,0,Honduras,Luquigue,Rural,Woman,68,Biparental,4
4834,173199999,0.0,1,0,Honduras,La Bomba ,Urban,Woman,68,Biparental,4
2752,174916477,0.0,2,0,Honduras,Las Ca_as,Rural,Woman,68,Biparental,6
3685,174259621,0.0,1,0,Honduras,Cuyamel,Rural,Woman,68,Biparental,3
1001,175924252,0.0,2,0,Honduras,7 de mayo,Rural,Woman,69,else,5
4923,172965798,0.0,1,0,Honduras,Barrio los laureles ,Rural,Woman,70,Biparental,4
4219,173703703,0.0,1,0,Honduras,El Ed_n ,Rural,Woman,71,Biparental,3
923,175935254,0.0,1,0,Honduras,San Francisco de soroguara,Rural,Woman,72,else,4
2083,175150029,0.0,1,0,Honduras,Comali,Rural,Woman,73,Biparental,6
2979,174890987,0.0,1,0,Honduras,Victoria ,Urban,Woman,75,else,6
2750,174916484,0.0,2,0,Honduras,Las Ca_as,Rural,Woman,75,Biparental,4
795,176166039,1.0,1,0,El Salvador,Colonia el carmen,Urban,Man,19,Biparental,10
635,176189502,1.0,2,0,El Salvador,Azacualpa,Rural,Man,20,Biparental,7
3270,174618559,1.0,1,0,El Salvador,Regalo de dios 2 etapa ,Urban,Man,30,Biparental,3
3929,174017399,1.0,1,0,El Salvador,Paniagua,Rural,Man,30,else,2
2917,174897024,1.0,2,0,El Salvador,El Rosario,Rural,Man,31,Biparental,4
76,177567702,1.0,2,0,El Salvador,Via Altamira,Urban,Man,31,else,2
694,176182518,1.0,2,0,El Salvador,Argain,Rural,Man,31,Biparental,4
404,176464970,1.0,1,0,El Salvador,Jardines de san bartolo ,Urban,Man,32,Biparental,3
3479,174327894,1.0,1,0,El Salvador,La limonera,Rural,Man,33,else,6
