,_id,CARI_YN,mig_categ,CARI
1149,175905226,0,1,1
1150,175905222,0,0,2
1151,175905209,0,0,1
1152,175905205,0,1,2
1153,175905197,0,1,2
1154,175905082,0,1,2
1155,175904864,0,1,2
1156,175904859,0,1,1
1157,175904853,0,1,2
1158,175904783,0,0,2
1159,175904776,0,1,2
1160,175904770,0,0,1
1161,175904754,0,1,2
1162,175904744,0,1,2
1163,175904721,0,1,2
1164,175904710,0,1,2
1165,175904485,1,1,3
1166,175904476,1,1,3
1167,175904468,1,0,3
1168,175904463,0,1,1
1169,175904458,1,1,3
1170,175904415,0,0,2
1171,175904383,0,1,1
1172,175904356,0,1,1
1173,175904080,0,0,2
1174,175904074,0,0,1
1175,175904070,0,1,2
1176,175904063,0,0,2
1177,175902773,0,0,1
1178,175902764,1,0,3
1179,175902757,0,0,1
1180,175902740,0,0,2
1181,175902739,0,1,2
1182,175902720,0,0,2
1183,175902711,0,0,1
1184,175902710,0,0,2
1185,175902709,0,1,1
1186,175902694,0,0,2
1187,175902635,0,0,2
1188,175902627,0,0,1
1189,175902593,0,0,1
1190,175902582,0,0,2
1191,175902571,0,0,1
1192,175902563,0,1,2
1193,175902317,0,1,2
1194,175902314,0,1,2
1195,175902311,0,0,2
1196,175902309,0,0,1
1197,175897272,0,0,1
1198,175897269,0,0,1
1199,175897264,0,0,1
1200,175897259,0,0,1
1201,175897228,0,0,1
1202,175897224,0,1,2
1203,175894751,0,0,1
1204,175894750,0,0,1
1205,175894746,0,1,1
1206,175894738,0,1,1
1207,175893509,0,0,2
1208,175893505,0,1,2
1209,175893500,0,0,2
1210,175893491,0,1,2
1211,175893482,0,1,2
1212,175887625,0,1,2
1213,175887619,0,0,2
1214,175887615,0,0,2
1215,175887609,0,0,2
1216,175887607,0,0,2
1217,175886540,0,0,1
1218,175886538,0,3,2
1219,175881269,0,1,2
1220,175871319,0,1,1
1221,175871313,0,1,1
1222,175829032,0,1,1
1223,175809093,0,1,2
1224,175695529,0,0,1
1225,175690313,0,1,1
1226,175690312,0,1,1
1227,175690308,0,1,2
1228,175690304,0,1,1
1229,175690301,1,1,3
1230,175690300,0,1,1
1231,175690280,0,0,2
1232,175690070,0,0,1
1233,175689096,0,0,1
1234,175688031,0,1,2
1235,175687993,0,0,1
1236,175685815,0,3,2
1237,175685808,0,1,2
1238,175685804,0,0,1
1239,175685172,0,1,1
1240,175685035,0,0,1
1241,175685032,0,0,2
1242,175685031,0,1,2
1243,175685029,0,1,1
1244,175685027,0,1,1
1245,175685022,0,0,1
1246,175684975,0,1,1
1247,175684871,0,1,2
1248,175684869,0,1,1
1249,175684867,0,1,2
1250,175684865,0,0,1
1251,175684864,0,1,1
1252,175684786,0,0,1
1253,175684785,0,0,1
1254,175684783,0,0,1
1255,175684782,0,0,1
1256,175684780,0,0,2
1257,175684777,0,0,1
1258,175684775,0,0,2
1259,175684772,0,0,1
1260,175684771,0,2,1
1261,175684769,0,3,1
1262,175684740,0,1,2
1263,175684670,0,0,1
1264,175684310,0,0,2
1265,175683487,0,0,1
1266,175683211,0,1,1
1267,175682911,0,1,1
1268,175682605,0,0,1
1269,175682175,0,1,1
1270,175682013,0,0,1
1271,175682011,0,0,2
1272,175682010,0,1,2
1273,175682009,0,0,2
1274,175682006,0,1,2
1275,175682005,0,1,2
1276,175681617,0,1,2
1277,175681531,0,1,1
1278,175681530,0,0,1
1279,175681502,0,0,1
1280,175681499,0,0,1
1281,175681496,0,0,1
1282,175681495,0,0,1
1283,175681434,0,0,2
1284,175681331,0,0,1
1285,175681242,0,3,1
1286,175680876,0,0,2
1287,175680676,0,3,1
1288,175679850,0,0,1
1289,175679679,0,1,1
1290,175679665,0,1,2
1291,175679663,0,1,1
1292,175679576,0,0,1
1293,175679574,0,0,2
1294,175679573,0,2,2
1295,175679572,0,0,2
1296,175679570,0,0,1
1297,175679240,0,0,1
1298,175679232,1,3,3
1299,175679226,0,0,2
1300,175679217,0,3,2
1301,175679211,0,0,2
1302,175679201,1,1,3
1303,175678903,0,2,1
1304,175678228,0,0,1
1305,175678227,0,3,1
1306,175678226,0,1,1
1307,175678224,0,1,1
1308,175678222,0,0,1
1309,175678221,1,0,3
1310,175677474,0,0,1
1311,175677473,0,0,1
1312,175677472,0,1,1
1313,175677471,0,1,2
1314,175677470,0,0,1
1315,175677393,0,0,1
1316,175677392,0,1,1
1317,175677391,0,0,1
1318,175677388,0,0,2
1319,175677385,0,0,1
1320,175677319,0,1,2
1321,175676993,1,1,3
1322,175676989,0,0,2
1323,175676985,0,0,1
1324,175676980,0,0,1
1325,175676975,0,0,1
1326,175676924,0,0,2
1327,175676923,0,0,2
1328,175676922,0,0,2
1329,175676921,0,0,2
1330,175676919,0,0,2
1331,175676901,1,0,3
1332,175676856,1,0,3
1333,175676854,0,0,2
1334,175676852,0,0,1
1335,175676851,0,0,1
1336,175676850,0,0,2
1337,175675691,0,0,1
1338,175675521,0,1,1
1339,175675198,0,1,2
1340,175674736,0,0,2
1341,175674733,0,0,2
1342,175674713,1,0,3
1343,175674711,1,1,3
1344,175674709,0,1,2
1345,175673149,0,1,2
1346,175673147,0,0,2
1347,175673146,0,1,1
1348,175673127,0,0,1
1349,175673124,0,0,1
1350,175673120,0,0,2
1351,175673111,0,0,1
1352,175673101,0,1,2
1353,175673093,0,1,2
1354,175673088,0,1,1
1355,175673030,0,0,1
1356,175673029,0,1,1
1357,175673027,0,1,1
1358,175672870,0,0,1
1359,175672864,0,0,2
1360,175672837,0,0,2
1361,175672660,0,1,1
1362,175672658,0,1,1
1363,175672655,0,0,1
1364,175672487,0,0,2
1365,175672486,0,1,2
1366,175672484,0,1,1
1367,175672455,0,1,2
1368,175672454,0,2,2
1369,175672453,0,1,1
1370,175672452,0,0,1
1371,175672408,0,3,1
1372,175672404,0,0,1
1373,175672401,0,0,1
1374,175672399,0,2,2
1375,175672397,1,0,3
1376,175672396,0,0,2
1377,175672395,0,1,1
1378,175672393,0,0,1
1379,175671860,1,0,4
1380,175670731,0,1,1
1381,175670729,0,0,2
1382,175670727,0,2,2
1383,175670726,0,2,2
1384,175670725,0,1,1
1385,175670724,0,1,2
1386,175670723,0,0,1
1387,175670722,0,1,1
1388,175670638,0,0,1
1389,175670636,0,0,2
1390,175670634,0,1,2
1391,175670631,0,0,2
1392,175670629,0,0,1
1393,175670627,0,0,1
1394,175670386,0,0,2
1395,175669994,0,1,2
1396,175669989,0,0,2
1397,175669981,1,0,3
1398,175669975,0,1,1
1399,175669967,0,0,2
1400,175669215,0,1,1
1401,175669207,1,0,3
1402,175669199,1,3,3
1403,175669191,1,0,3
1404,175669186,1,1,3
1405,175669181,1,0,3
1406,175669176,1,1,3
1407,175669171,1,0,3
1408,175669008,0,1,2
1409,175669007,0,,2
1410,175669004,1,0,3
1411,175669002,0,0,1
1412,175668999,0,1,1
1413,175668983,0,1,1
1414,175668981,0,0,1
1415,175668980,0,1,2
1416,175668978,0,1,2
1417,175668976,0,0,1
1418,175668654,0,0,2
1419,175668652,1,0,3
1420,175668650,0,1,2
1421,175668649,1,0,3
1422,175668648,1,0,3
1423,175668646,0,0,2
1424,175668524,0,0,1
1425,175668523,0,0,2
1426,175668518,0,1,2
1427,175668517,0,0,2
1428,175668514,0,1,1
1429,175668231,0,1,2
1430,175668171,0,1,2
1431,175668167,0,0,1
1432,175668161,0,2,1
1433,175668154,0,1,1
1434,175668146,0,1,1
1435,175668081,0,0,2
1436,175668070,0,2,1
1437,175668069,0,0,1
1438,175668066,0,0,1
1439,175668056,0,0,2
1440,175668048,0,1,2
1441,175668040,0,1,2
1442,175668031,0,0,1
1443,175668074,0,0,2
1444,175667918,0,1,1
1445,175667916,0,1,1
1446,175667913,0,1,2
1447,175667806,0,1,2
1448,175667789,0,1,2
1449,175667786,0,1,1
1450,175667785,0,0,2
1451,175667783,0,0,1
1452,175667678,0,1,1
1453,175667675,0,0,2
1454,175667674,0,1,1
1455,175667292,0,1,2
1456,175667128,0,1,2
1457,175667126,0,0,2
1458,175667125,0,0,2
1459,175667123,0,0,1
1460,175667122,0,0,2
1461,175667121,0,0,1
1462,175667119,0,2,2
1463,175667117,0,0,1
1464,175666759,1,0,3
1465,175666170,0,0,1
1466,175666166,0,1,1
1467,175666159,0,1,2
1468,175666157,0,1,1
1469,175666155,0,0,1
1470,175666062,0,1,2
1471,175666058,0,1,2
1472,175666056,0,2,2
1473,175665959,0,1,1
1474,175665950,0,0,1
1475,175665927,1,0,3
1476,175665947,0,1,1
1477,175665925,1,0,3
1478,175665922,1,1,3
1479,175665893,0,1,2
1480,175665890,0,0,2
1481,175665887,0,0,2
1482,175665883,0,0,2
1483,175665880,0,0,2
1484,175665814,0,0,1
1485,175665813,0,0,2
1486,175665811,0,1,1
1487,175665810,0,1,1
1488,175665808,0,0,1
1489,175665612,0,1,2
1490,175665610,0,1,2
1491,175665602,0,0,1
1492,175665600,0,0,2
1493,175665592,0,0,1
1494,175665591,0,2,1
1495,175665586,0,1,2
1496,175665585,0,0,1
1497,175665581,0,1,2
1498,175665578,0,0,1
1499,175665575,0,1,2
1500,175665568,0,0,1
1501,175665333,0,0,2
1502,175665325,0,0,1
1503,175665319,0,0,1
1504,175665311,0,0,2
1505,175664829,0,0,1
1506,175664828,0,0,1
1507,175664826,0,0,1
1508,175664825,0,0,2
1509,175664824,0,0,1
1510,175663668,0,2,2
1511,175663666,0,0,2
1512,175663664,0,0,1
1513,175663662,0,1,1
1514,175663656,0,0,2
1515,175663652,0,0,2
1516,175663194,0,0,2
1517,175663188,0,1,1
1518,175663184,0,1,1
1519,175663180,0,0,1
1520,175663176,0,1,1
1521,175662978,0,1,2
1522,175662971,0,0,2
1523,175662966,0,0,2
1524,175662962,0,1,1
1525,175662947,0,0,2
1526,175662940,0,0,2
1527,175662933,0,0,2
1528,175662926,0,1,1
1529,175662604,0,0,2
1530,175662591,0,1,2
1531,175662582,0,1,1
1532,175662576,0,2,2
1533,175662335,0,0,1
1534,175662330,0,0,2
1535,175662324,0,0,2
1536,175662322,0,1,2
1537,175662312,0,1,2
1538,175662311,0,1,2
1539,175662298,0,0,1
1540,175661115,0,3,2
1541,175661114,0,1,1
1542,175661113,0,0,2
1543,175661110,0,0,1
1544,175661107,0,1,1
1545,175659789,1,3,3
1546,175659784,1,1,3
1547,175659783,0,1,2
1548,175659782,1,3,4
1549,175659774,1,2,3
1550,175659771,0,0,2
1551,175659765,0,0,1
1552,175659746,0,0,2
1553,175659679,0,0,1
1554,175659670,0,0,1
1555,175659666,0,0,1
1556,175659619,1,0,3
1557,175659579,0,0,1
1558,175658804,0,0,1
1559,175658803,0,1,2
1560,175658802,0,1,2
1561,175658615,0,1,2
1562,175658610,0,1,2
1563,175658607,0,0,1
1564,175658605,0,0,1
1565,175658601,0,0,2
1566,175658481,0,1,2
1567,175658447,1,1,3
1568,175658335,0,0,1
1569,175658275,1,1,3
1570,175657948,1,0,3
1571,175657946,1,1,3
1572,175657943,1,1,3
1573,175657942,1,0,3
1574,175657938,1,0,3
1575,175657874,0,1,1
1576,175657872,0,1,1
1577,175657869,0,1,2
1578,175657357,0,0,2
1579,175657353,0,1,2
1580,175657347,0,0,2
1581,175657344,0,1,2
1582,175657338,0,0,2
1583,175657095,0,0,2
1584,175657094,0,1,1
1585,175657091,0,0,1
1586,175657089,0,0,2
1587,175657088,0,0,1
1588,175657083,0,1,1
1589,175657048,0,1,2
1590,175656635,0,1,1
1591,175656632,0,1,2
1592,175656627,0,0,2
1593,175656327,1,0,4
1594,175656325,1,0,3
1595,175656322,0,0,2
1596,175656316,0,,2
1597,175656313,0,0,2
1598,175656293,0,0,1
1599,175656288,1,0,3
1600,175656286,1,1,3
1601,175656284,0,0,2
1602,175656282,1,1,3
1603,175656203,1,0,3
1604,175656199,0,0,2
1605,175656195,0,0,2
1606,175656190,0,1,1
1607,175656187,1,0,3
1608,175654680,0,1,1
1609,175654679,0,1,2
1610,175654677,1,0,3
1611,175654672,0,1,2
1612,175654645,0,1,2
1613,175654640,0,,1
1614,175654631,0,0,1
1615,175654629,0,0,2
1616,175654509,0,0,2
1617,175654505,0,0,2
1618,175654490,0,1,1
1619,175654463,0,1,1
1620,175654452,0,1,1
1621,175654443,0,1,1
1622,175654437,0,1,2
1623,175654406,0,1,2
1624,175654401,0,0,1
1625,175654395,0,0,2
1626,175654392,0,0,1
1627,175654389,0,0,2
1628,175654103,0,1,1
1629,175654102,0,1,2
1630,175654099,0,1,2
1631,175653751,0,1,2
1632,175653703,0,2,2
1633,175653690,0,0,1
1634,175652861,0,1,2
1635,175652856,0,3,2
1636,175652852,0,0,2
1637,175652678,0,1,1
1638,175652676,0,3,2
1639,175652674,0,0,2
1640,175652506,0,0,2
1641,175652495,0,1,1
1642,175652486,0,0,2
1643,175651988,0,3,2
1644,175651961,0,2,2
1645,175647718,0,0,1
1646,175647712,0,1,1
1647,175647708,1,1,3
1648,175645488,0,0,1
1649,175645487,0,1,2
1650,175645486,0,1,1
1651,175645483,0,0,2
1652,175644030,0,0,2
1653,175644028,0,0,1
1654,175644027,0,0,1
1655,175644023,0,0,1
1656,175643988,0,1,2
1657,175641351,1,1,4
1658,175641349,1,0,4
1659,175641346,1,0,3
1660,175641344,1,0,3
1661,175641342,0,1,2
1662,175629803,0,0,2
1663,175627977,0,2,1
1664,175582803,0,1,2
1665,176212252,0,0,2
1666,176212255,0,0,2
1667,175446501,0,3,2
1668,175445137,0,2,2
1669,175444938,0,0,1
1670,175444937,0,0,1
1671,175444934,0,0,1
1672,175444933,0,0,1
1673,175443411,0,0,1
1674,175443410,0,1,1
1675,175443408,0,1,2
1676,175443407,0,1,1
1677,175443406,0,0,1
1678,175443401,0,1,2
1679,175443400,0,1,2
1680,175443399,0,0,1
1681,175443398,0,0,2
1682,175443397,0,1,2
1683,175443395,0,0,1
1684,175443394,0,,1
1685,175443392,0,1,2
1686,175443391,0,1,1
1687,175443390,0,0,1
1688,175443307,0,0,1
1689,175443304,0,0,1
1690,175443303,0,0,1
1691,175443300,0,1,1
1692,175443297,0,1,1
1693,175443156,0,1,2
1694,175442588,0,0,1
1695,175442586,0,1,2
1696,175442584,0,1,1
1697,175442583,0,1,2
1698,175442582,0,0,1
1699,175442581,0,0,1
1700,175442476,0,1,2
1701,175440669,0,0,1
1702,175440668,0,0,1
1703,175440666,0,0,1
1704,175440665,0,,1
1705,175440664,0,3,2
1706,175440653,0,0,1
1707,175440651,0,0,1
1708,175440649,0,0,2
1709,175440642,0,0,2
1710,175440601,0,0,1
1711,175440600,0,0,2
1712,175440598,0,0,2
1713,175440597,0,0,2
1714,175440568,0,3,1
1715,175440154,0,0,2
1716,175440152,0,0,2
1717,175440151,0,1,2
1718,175440149,0,1,2
1719,175440146,1,0,3
1720,175439923,0,0,1
1721,175439922,0,1,1
1722,175439921,0,0,2
1723,175439918,0,0,2
1724,175439917,1,0,3
1725,175438700,0,0,2
1726,175438696,0,1,2
1727,175438695,1,0,3
1728,175438692,0,0,2
1729,175438691,0,0,2
1730,175438690,0,0,2
1731,175438689,0,0,1
1732,175438687,0,0,2
1733,175438686,0,0,2
1734,175438685,0,0,1
1735,175438580,0,0,1
1736,175438578,0,0,1
1737,175438577,0,0,1
1738,175438575,0,0,1
1739,175438525,1,1,3
1740,175438524,0,1,2
1741,175438522,0,0,2
1742,175438517,0,1,1
1743,175438512,0,3,1
1744,175438244,0,0,1
1745,175438240,0,0,2
1746,175438234,0,3,2
1747,175438219,0,1,1
1748,175438215,0,0,2
1749,175438211,1,3,3
1750,175438015,0,1,2
1751,175438012,0,0,2
1752,175438011,0,2,1
1753,175438009,0,0,1
1754,175438008,0,1,1
1755,175437980,0,1,2
1756,175437977,0,0,2
1757,175437973,1,0,3
1758,175437970,0,0,2
1759,175437965,1,0,3
1760,175437953,0,1,1
1761,175437950,0,1,1
1762,175437948,0,1,1
1763,175434567,0,1,2
1764,175434533,1,0,3
1765,175434531,1,0,3
1766,175434530,0,0,2
1767,175434527,1,0,3
1768,175434526,1,0,3
1769,175434208,0,1,2
1770,175434207,1,0,3
1771,175434205,1,1,3
1772,175434202,1,0,3
1773,175434200,0,0,1
1774,175440652,0,0,1
1775,175434184,1,0,3
1776,175434183,0,0,2
1777,175434182,0,0,2
1778,175434178,0,0,2
1779,175434176,0,0,2
1780,175433991,0,1,1
1781,175433611,0,2,1
1782,175433253,0,0,1
1783,175433252,0,1,1
1784,175433251,0,1,1
1785,175433250,0,0,1
1786,175433249,0,0,1
1787,175432551,0,3,2
1788,175432549,0,0,1
1789,175432548,0,1,2
1790,175432547,0,0,1
1791,175432545,0,0,1
1792,175431538,0,1,1
1793,175430336,0,1,2
1794,175429647,0,0,2
1795,175429078,0,1,1
1796,175428370,0,0,1
1797,175425801,0,0,1
1798,175425349,0,0,2
1799,175425345,0,0,1
1800,175425098,0,1,1
1801,175424794,0,0,2
1802,175424792,0,0,2
1803,175424789,0,0,2
1804,175424786,0,0,2
1805,175424780,0,0,2
1806,175424688,0,1,1
1807,175424687,0,1,1
1808,175424685,0,0,1
1809,175424682,0,1,2
1810,175424679,0,3,1
1811,175424678,0,1,1
1812,175424260,0,1,1
1813,175422845,0,1,2
1814,175421685,0,1,1
1815,175419500,0,1,1
1816,175418055,0,0,1
1817,175417173,0,1,2
1818,175412890,0,1,2
1819,176212297,0,0,2
1820,176212300,0,0,2
1821,176212303,0,0,2
1822,175350105,0,0,2
1823,175350101,1,0,3
1824,175350091,1,0,3
1825,175350084,1,0,3
1826,175350078,1,0,3
1827,175301267,0,1,1
1828,175301263,0,1,1
1829,175301258,0,1,1
1830,175301253,0,1,1
1831,175301248,0,0,1
1832,175301231,0,0,1
1833,175300969,0,0,1
1834,175300968,0,1,2
1835,175300967,0,0,1
1836,175300966,1,0,3
1837,175300965,0,0,1
1838,175297415,0,0,1
1839,175297414,0,0,1
1840,175297413,0,0,1
1841,175297412,0,0,1
1842,175297411,0,1,1
1843,175297387,0,0,1
1844,175297386,0,1,2
1845,175297228,0,0,2
1846,175297227,0,0,2
1847,175297226,0,0,2
1848,175297224,0,0,2
1849,175297223,0,0,2
1850,175297031,0,0,2
1851,175297030,0,1,2
1852,175297029,0,0,2
1853,175297028,0,0,1
1854,175297027,0,0,1
1855,175294608,1,3,3
1856,175294607,1,1,3
1857,175294605,0,0,2
1858,175294602,1,1,3
1859,175294600,0,0,1
1860,175294597,1,1,3
1861,175293839,0,0,1
1862,175293837,0,1,2
1863,175293836,0,0,2
1864,175293835,0,0,2
1865,175293834,0,1,2
1866,175293741,0,0,1
1867,175293740,0,1,2
1868,175293739,0,1,1
1869,175293738,0,1,1
1870,175293737,0,0,1
1871,175293736,0,0,1
1872,175293172,0,0,1
1873,175293171,0,1,1
1874,175293169,0,0,2
1875,175293168,0,0,2
1876,175293166,0,0,1
1877,175293164,0,0,1
1878,175293163,0,0,2
1879,175293160,0,1,1
1880,175293159,0,0,2
1881,175293158,0,0,1
1882,175293152,0,0,1
1883,175293151,0,0,1
1884,175293150,0,1,2
1885,175293149,0,0,1
1886,175293147,0,3,2
1887,175292922,0,0,1
1888,175292919,0,0,1
1889,175292917,0,0,1
1890,175292916,0,0,1
1891,175292912,0,0,1
1892,175292891,0,,1
1893,175292890,0,0,1
1894,175292889,0,0,1
1895,175292887,0,0,1
1896,175292886,0,0,1
1897,175292881,0,0,2
1898,175292880,0,0,1
1899,175292879,0,0,1
1900,175292878,0,1,1
1901,175292877,0,1,1
1902,175292676,0,0,2
1903,175292675,0,1,1
1904,175292674,0,0,1
1905,175292673,0,0,2
1906,175292384,1,0,3
1907,175292380,0,,2
1908,175292376,1,0,3
1909,175292372,0,0,2
1910,175292371,0,0,1
1911,175292040,0,,2
1912,175292038,0,,2
1913,175292037,0,3,2
1914,175292035,0,3,2
1915,175292034,0,1,2
1916,175291580,1,1,3
1917,175291579,0,3,2
1918,175291574,0,3,1
1919,175291573,1,1,3
1920,175291571,1,,3
1921,175291570,0,,2
1922,175291505,0,2,2
1923,175291504,0,3,2
1924,175291503,0,0,2
1925,175291502,0,0,2
1926,175290828,0,1,1
1927,175290827,0,0,1
1928,175290822,0,0,1
1929,175290819,0,0,1
1930,175290809,0,0,2
1931,175290699,0,1,1
1932,175288176,0,0,1
1933,175288174,0,0,1
1934,175288172,0,0,1
1935,175288168,0,1,1
1936,175288166,0,0,1
1937,175288164,0,0,1
1938,175288161,0,1,1
1939,175288158,0,0,1
1940,175288154,0,0,1
1941,175288153,0,0,2
1942,175286704,0,,1
1943,175286703,0,1,2
1944,175286701,1,3,3
1945,175286693,1,0,3
1946,175286692,0,0,1
1947,175286691,0,1,2
1948,175286689,0,0,1
1949,175286688,1,1,3
1950,175286686,0,0,1
1951,175286685,0,0,1
1952,175286592,0,1,2
1953,175286590,0,1,2
1954,175286588,0,1,2
1955,175286248,0,0,2
1956,175286246,0,1,1
1957,175286236,0,0,2
1958,175286233,0,0,2
1959,175286231,0,1,2
1960,175284441,1,0,3
1961,175284430,1,1,3
1962,175284419,1,1,3
1963,175284390,0,1,2
1964,175284378,1,1,3
1965,175284291,0,0,2
1966,175284290,1,0,3
1967,175284288,0,0,2
1968,175284286,0,0,2
1969,175284284,0,0,2
1970,175284072,0,1,2
1971,175284069,0,1,1
1972,175284067,0,0,1
1973,175284065,0,0,1
1974,175283893,0,1,2
1975,175283889,0,0,2
1976,175283885,0,0,2
1977,175283883,0,0,2
1978,175283880,0,0,1
1979,175283642,0,0,2
1980,175283640,0,1,1
1981,175283637,0,0,2
1982,175283633,0,0,2
1983,175283630,0,0,2
1984,175283525,0,1,1
1985,175283521,0,1,1
1986,175283519,0,0,1
1987,175283518,0,0,1
1988,175283515,0,1,1
1989,175283513,0,,1
1990,175283512,0,0,1
1991,175283510,0,,2
1992,175283507,0,,2
1993,175283504,0,0,2
1994,175283502,0,0,2
1995,175283501,0,0,1
1996,175283500,0,0,1
1997,175283497,0,0,2
1998,175283494,0,1,1
1999,175283438,0,0,1
2000,175283435,0,1,1
2001,175283432,0,1,1
2002,175281504,0,1,2
2003,175281503,0,1,2
2004,175281501,0,0,2
2005,175278250,0,0,2
2006,175278249,0,0,2
2007,175278247,0,0,2
2008,175278246,0,0,1
2009,175278245,0,0,2
2010,175276339,0,1,2
2011,175276336,0,1,2
2012,175276334,0,0,2
2013,175276332,0,0,1
2014,175276328,1,2,3
2015,175265902,0,1,1
2016,175265901,0,0,2
2017,175265900,0,1,1
2018,175265539,0,1,1
2019,175265532,0,1,2
2020,175265524,0,1,1
2021,175262618,0,1,1
2022,175262614,0,0,1
2023,175262611,0,1,1
2024,175262312,1,1,3
2025,175260769,0,0,2
2026,175260766,0,0,2
2027,175260764,0,0,1
2028,175260762,0,0,1
2029,175254895,0,1,1
2030,175254802,0,1,2
2031,175254605,0,1,2
2032,175254558,0,0,2
2033,175254469,0,1,2
2034,175254225,0,0,2
2035,175254004,0,1,2
2036,175253835,0,0,1
2037,175253763,0,1,2
2038,175253603,0,0,1
2039,175246427,0,1,1
2040,175246425,0,1,2
2041,175246422,1,1,3
2042,175246421,0,1,1
2043,175246419,0,1,1
2044,175246417,0,3,1
2045,175236040,0,0,2
2046,175236037,0,0,1
2047,175236035,0,1,2
2048,175236031,0,1,2
2049,175155253,0,0,2
2050,175155252,0,1,2
2051,175155251,0,0,2
2052,175155250,0,0,2
2053,175155249,0,0,1
2054,175154234,1,0,3
2055,175154233,1,2,3
2056,175154232,1,0,3
2057,175154231,1,0,3
2058,175152750,0,0,1
2059,175152749,0,0,1
2060,175152748,0,1,1
2061,175152747,0,1,1
2062,175152746,0,0,1
2063,175151283,0,1,2
2064,175151282,0,0,1
2065,175151279,0,0,1
2066,175151278,0,0,1
2067,175151277,0,0,1
2068,175150945,0,1,1
2069,175150944,0,0,1
2070,175150943,0,0,1
2071,175150942,0,0,2
2072,175150941,0,0,1
2073,175150897,0,0,1
2074,175150896,0,0,2
2075,175150895,0,0,2
2076,175150894,0,0,2
2077,175150797,0,0,1
2078,175150795,0,0,1
2079,175150794,0,0,1
2080,175150793,0,1,1
2081,175150792,0,0,1
2082,175150031,0,0,1
2083,175150029,0,0,1
2084,175150026,0,0,1
2085,175150024,0,1,1
2086,175150021,0,0,2
2087,175150017,0,1,2
2088,175150013,0,0,2
2089,175149463,0,0,1
2090,175149462,0,1,2
2091,175149460,0,0,1
2092,175149459,0,0,1
2093,175149252,0,0,2
2094,175149251,1,0,3
2095,175149250,0,1,2
2096,175149248,1,0,3
2097,175149204,0,0,2
2098,175149203,0,0,2
2099,175149202,0,0,2
2100,175149200,0,1,2
2101,175149197,0,1,2
2102,175149191,0,0,2
2103,175149190,0,1,2
2104,175149189,0,1,2
2105,175149186,0,0,1
2106,175149183,0,1,1
2107,175149177,0,1,2
2108,175149175,0,0,1
2109,175149174,0,0,2
2110,175149173,0,1,2
2111,175149172,0,0,1
2112,175149128,0,0,2
2113,175149127,1,0,3
2114,175149125,1,0,3
2115,175149108,0,0,1
2116,175149106,0,0,2
2117,175149104,0,0,1
2118,175149103,0,0,2
2119,175149101,0,0,1
2120,175148513,0,1,1
2121,175148511,0,1,2
2122,175148510,0,1,2
2123,175148509,0,0,1
2124,175148507,0,,1
2125,175148484,0,0,1
2126,175148481,1,0,3
2127,175148478,0,1,1
2128,175148477,0,0,1
2129,175148475,0,0,1
2130,175148277,0,0,1
2131,175148275,0,0,1
2132,175148273,0,0,1
2133,175148271,0,,1
2134,175148269,0,,1
2135,175148172,0,0,1
2136,175148169,0,0,1
2137,175148167,0,0,1
2138,175148164,0,0,1
2139,175148162,0,0,1
2140,175148067,0,0,1
2141,175148064,0,0,2
2142,175148061,0,0,1
2143,175148054,0,0,2
2144,175148049,0,0,1
2145,175147944,1,0,3
2146,175147943,0,0,2
2147,175147940,1,0,3
2148,175147934,0,0,2
2149,175147932,0,0,2
2150,175147887,1,0,3
2151,175147884,1,0,3
2152,175147881,1,0,3
2153,175147879,1,0,3
2154,175147877,1,0,3
2155,175146595,0,0,1
2156,175146594,0,1,2
2157,175146593,0,0,1
2158,175146592,0,0,1
2159,175146590,0,0,1
2160,175145498,0,0,2
2161,175145495,0,0,1
2162,175145491,0,0,2
2163,175145489,0,0,1
2164,175145488,0,0,1
2165,175145487,0,0,2
2166,175145486,0,2,1
2167,175145485,0,0,2
2168,175145484,0,1,2
2169,175145479,0,1,1
2170,175145406,0,1,1
2171,175145402,0,0,1
2172,175145399,0,1,2
2173,175145398,0,0,2
2174,175144784,0,0,2
2175,175144780,0,0,1
2176,175144777,0,0,1
2177,175144773,0,1,1
2178,175144770,0,0,1
2179,175144768,0,0,2
2180,175143506,0,0,1
2181,175143502,0,0,1
2182,175143496,0,0,1
2183,175143488,0,1,1
2184,175143479,0,1,1
2185,175142726,0,0,2
2186,175142724,1,0,3
2187,175142721,1,1,3
2188,175142717,1,0,3
2189,175142712,0,0,2
2190,175142707,0,1,2
2191,175142543,0,1,2
2192,175142541,0,1,2
2193,175142539,0,2,1
2194,175142535,0,0,2
2195,175142531,0,1,2
2196,175142526,0,0,2
2197,175142522,0,1,1
2198,175139058,1,0,3
2199,175139054,0,0,2
2200,175139049,0,0,2
2201,175139044,0,1,2
2202,175139041,1,0,3
2203,175138660,0,0,2
2204,175138654,0,1,2
2205,175138651,0,0,1
2206,175138393,0,0,2
2207,175138391,0,0,2
2208,175138387,0,0,1
2209,175138385,0,1,2
2210,175138379,0,0,2
2211,175138359,0,0,2
2212,175138356,0,1,1
2213,175138066,0,1,1
2214,175138062,0,1,2
2215,175138060,0,1,2
2216,175138058,0,0,1
2217,175138003,0,0,1
2218,175138002,0,0,2
2219,175137998,0,0,1
2220,175137868,0,0,1
2221,175137866,0,1,1
2222,175137865,0,1,1
2223,175137863,0,1,1
2224,175137862,0,1,2
